rhoS_pop	1.00000	nan	-0.07471	-0.01746	0.04905	-0.06356	-0.04365	0.10831	-0.02380	-0.00933	-0.04028
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.07471	nan	1.00000	0.07746	-0.13424	0.34429	0.27763	-0.38505	0.03699	0.00776	0.10502
omega_rhoS	-0.01746	nan	0.07746	1.00000	-0.05863	0.06400	0.01945	-0.10057	-0.00243	-0.01572	0.04777
omega_deltaSC	0.04905	nan	-0.13424	-0.05863	1.00000	-0.11577	-0.21486	0.37449	0.05213	0.04624	-0.49228
omega_rhoC	-0.06356	nan	0.34429	0.06400	-0.11577	1.00000	-0.12789	-0.31222	0.00620	-0.01708	0.10756
omega_deltaCB	-0.04365	nan	0.27763	0.01945	-0.21486	-0.12789	1.00000	-0.54201	-0.01721	-0.00180	0.06970
omega_rhoB	0.10831	nan	-0.38505	-0.10057	0.37449	-0.31222	-0.54201	1.00000	0.03713	0.01425	-0.30309
b1	-0.02380	nan	0.03699	-0.00243	0.05213	0.00620	-0.01721	0.03713	1.00000	0.01730	-0.02807
b2	-0.00933	nan	0.00776	-0.01572	0.04624	-0.01708	-0.00180	0.01425	0.01730	1.00000	-0.02138
b3	-0.04028	nan	0.10502	0.04777	-0.49228	0.10756	0.06970	-0.30309	-0.02807	-0.02138	1.00000
