rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
7	AG142	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	153876547525.910919	234004.536461
8	AG142	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	175683408724.858215	254489.394186
9	AG142	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	238495804828.449738	282359.436776
10	AG142	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	214873375264.397766	255876.660505
1	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	129971394662.858887	312807.448815
2	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	184614959031.328979	308208.523557
3	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	111707958359.977829	273893.546299
4	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	138365893781.010254	278056.496300
5	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	107838020182.975388	302035.164426
6	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	189602858487.832489	459300.195427
7	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	156713853054.800781	358596.997505
8	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	158337289652.294495	314658.951748
9	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	128033324598.000549	256417.145570
10	GD14	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	119226205326.513611	315403.886374
1	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	141817331317.577087	211241.848698
2	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	109757950910.274002	164042.222656
3	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	133758508308.109253	178744.975297
4	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	86620025865.189529	213427.321805
5	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	161138758189.502838	219270.589625
6	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	200147489648.635284	131108.663700
7	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	109827543616.123642	233788.801412
8	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	130934101762.587875	180260.574343
9	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	134040735686.436935	167160.243195
10	GD15	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	158280046031.376190	153610.140703
1	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	131457545609.928055	138783.585098
2	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	80546376403.866470	139072.286621
3	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	141085570279.544586	160756.286387
4	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	126755199954.060486	144315.297345
5	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	68897188380.589874	143057.860217
6	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	87749104561.159134	164211.367917
7	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	112602116246.648621	140386.798230
8	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	73504862937.171570	145647.303944
9	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	72136606095.773926	153087.236189
10	GD16	-3.641496	0.000000	0.779616	0.000000	0.000000	-0.696783	122865381549.446503	156363.285942
