rhoS_pop	1.00000	nan	nan	-0.30397	0.14842	0.02736	0.01205	-0.07671	nan	0.23787	0.00664	-0.01754	-0.03444
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-0.30397	nan	nan	1.00000	-0.48806	-0.07145	-0.03520	0.18518	nan	-0.73519	-0.10678	0.06174	0.10269
T0_pop	0.14842	nan	nan	-0.48806	1.00000	0.03589	-0.16297	-0.19868	nan	0.68218	0.12170	-0.07164	-0.05481
omega_rhoS	0.02736	nan	nan	-0.07145	0.03589	1.00000	-0.00087	-0.02268	nan	0.08011	0.01456	-0.02194	-0.00809
omega_deltaSC	0.01205	nan	nan	-0.03520	-0.16297	-0.00087	1.00000	0.03422	nan	0.02781	-0.00392	0.05006	-0.33205
omega_deltaCB	-0.07671	nan	nan	0.18518	-0.19868	-0.02268	0.03422	1.00000	nan	-0.18489	-0.02057	0.03507	-0.02383
omega_S0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_T0	0.23787	nan	nan	-0.73519	0.68218	0.08011	0.02781	-0.18489	nan	1.00000	0.14355	-0.08564	-0.15736
b1	0.00664	nan	nan	-0.10678	0.12170	0.01456	-0.00392	-0.02057	nan	0.14355	1.00000	-0.00781	-0.01941
b2	-0.01754	nan	nan	0.06174	-0.07164	-0.02194	0.05006	0.03507	nan	-0.08564	-0.00781	1.00000	-0.03079
b3	-0.03444	nan	nan	0.10269	-0.05481	-0.00809	-0.33205	-0.02383	nan	-0.15736	-0.01941	-0.03079	1.00000
