rhoS_pop	0.00236	nan	nan	-16.82854	6.83966	0.00004	0.00008	-0.00021	nan	0.00046	0.00001	-0.00002	-0.00009
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-16.82854	nan	nan	1301484.52704	-528740.20689	-2.75116	-5.46225	11.78448	nan	-33.27290	-2.68511	1.61319	6.12042
T0_pop	6.83966	nan	nan	-528740.20689	901791.28664	1.15017	-21.05200	-10.52474	nan	25.69933	2.54751	-1.55811	-2.71930
omega_rhoS	0.00004	nan	nan	-2.75116	1.15017	0.00114	-0.00000	-0.00004	nan	0.00011	0.00001	-0.00002	-0.00001
omega_deltaSC	0.00008	nan	nan	-5.46225	-21.05200	-0.00000	0.01850	0.00026	nan	0.00015	-0.00001	0.00016	-0.00236
omega_deltaCB	-0.00021	nan	nan	11.78448	-10.52474	-0.00004	0.00026	0.00311	nan	-0.00041	-0.00003	0.00004	-0.00007
omega_S0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_T0	0.00046	nan	nan	-33.27290	25.69933	0.00011	0.00015	-0.00041	nan	0.00157	0.00013	-0.00008	-0.00033
b1	0.00001	nan	nan	-2.68511	2.54751	0.00001	-0.00001	-0.00003	nan	0.00013	0.00049	-0.00000	-0.00002
b2	-0.00002	nan	nan	1.61319	-1.55811	-0.00002	0.00016	0.00004	nan	-0.00008	-0.00000	0.00052	-0.00004
b3	-0.00009	nan	nan	6.12042	-2.71930	-0.00001	-0.00236	-0.00007	nan	-0.00033	-0.00002	-0.00004	0.00273
