rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.200419	-0.219592
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055248	-0.214840
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.215850	-0.231895
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.015990	-0.156232
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.127131	-0.170444
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.195271	-0.074963
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029520	-0.133124
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013639	-0.186894
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.066148	-0.162109
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041800	-0.061547
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223340	0.244834
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111601	0.139842
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223871	0.272937
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123216	0.235419
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.208951	0.192327
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.243899	0.296480
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150632	0.146882
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.240799	0.103732
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.224077	0.258285
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.219307	0.183275
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.101552	-0.009209
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.048443	-0.086577
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105073	-0.076011
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.146271	-0.121754
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107031	-0.091870
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032422	-0.063388
