rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	19084.973109	20130.497621
2	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	24644.856745	20226.402608
3	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	18792.729502	19884.359158
4	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	22950.269116	21447.241796
5	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	20536.190044	21144.590815
6	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	19183.461255	23263.037576
7	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	22641.857435	21948.619024
8	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	23004.284854	20799.613713
9	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	21827.524798	21321.567429
10	AG111	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	22365.514086	23577.240274
1	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29155.984709	32029.665774
2	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	26073.541594	28837.323043
3	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29171.474945	32942.549286
4	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	26378.135538	31729.517168
5	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	28739.441954	30391.283397
6	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29761.609628	33727.320962
7	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	27111.332521	29041.046373
8	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29669.486042	27814.589124
9	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29177.479052	32463.411212
10	AG112	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29038.614416	30117.411124
1	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	21068.268128	24844.088737
2	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	22217.435268	22994.420689
3	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	20994.222924	23238.662858
4	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	20146.865428	22199.599928
5	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	20953.157213	22873.029134
6	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	22576.247916	23533.868002
7	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	21068.609116	25590.161493
8	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	21777.689526	23239.337170
9	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	20026.957025	25454.505547
10	AG139	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	23579.022148	23421.572479
1	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29050.337002	30889.916340
2	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	28141.227693	31516.180100
3	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	33377.855537	30914.671024
4	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	27576.613235	30133.716421
5	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	27651.390793	27109.739329
6	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	30117.161901	31858.011581
7	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	27875.450408	34823.472396
8	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	30537.697260	29573.941397
9	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	25616.840374	27399.710484
10	AG142	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	29392.972023	32220.715725
1	GD14	0.646514	0.000000	3.134254	0.000000	0.000000	0.226457	19066.007227	30377.759559
