rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22951.895598	21184.079897
2	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	20863.052534	20483.804811
3	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21532.148901	21994.420425
4	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22593.101387	20480.308228
5	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	20478.413767	24503.103696
6	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22912.442504	23526.553433
7	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	20138.078633	21163.069692
8	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	25786.020517	20868.347517
9	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	19755.918779	21762.954276
10	AG111	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	24473.305750	22515.452417
1	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	26660.339899	27327.521401
2	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	29354.010110	30145.038200
3	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	28222.900680	30454.582606
4	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	30997.745050	31255.493509
5	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	29840.049995	32049.171194
6	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	25618.873328	30789.239922
7	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	25634.677653	30073.575191
8	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	30232.197835	28419.428040
9	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	30249.983427	29604.723263
10	AG112	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	30280.334439	29940.487290
1	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22463.685972	22856.335261
2	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	19818.078344	23255.183174
3	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21609.150074	23166.313085
4	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	23562.466955	24001.519323
5	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	23115.602729	23156.941478
6	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21812.388898	22537.479891
7	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21533.352053	24565.697150
8	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21904.209182	21983.242376
9	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21765.844552	22424.327801
10	AG139	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22380.772081	21998.044359
1	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	30485.626689	33508.923471
2	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	24953.188833	31839.408522
3	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	26995.345209	28648.126805
4	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	25900.602583	28319.055609
5	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	29548.212441	28475.259608
6	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	26540.535749	28218.000277
7	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	26639.663198	30101.529710
8	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	27011.200192	30508.068577
9	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	27364.123039	29700.181912
10	AG142	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	32161.934687	28934.108787
1	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	20371.898616	33822.509984
2	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	24538.719687	31525.375845
3	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	24201.448168	27924.671585
4	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	24223.968044	28108.575110
5	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21776.974190	27960.314053
6	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22596.472899	28481.843919
7	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	20385.046607	30082.387322
8	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21795.206356	29191.585584
9	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21371.676676	31814.791953
10	GD14	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	24942.983993	30575.969991
1	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22080.626992	22439.766118
2	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	19649.342297	19834.889587
3	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21223.911329	21543.037203
4	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21549.607046	21336.236278
5	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	21912.709988	20836.331068
6	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22291.181811	23043.364616
7	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	20856.493418	20516.381415
8	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	22159.614687	20755.625434
9	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	24204.635334	20431.822276
10	GD15	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	23538.170437	19839.229229
1	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	18437.971289	17961.145320
2	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	16457.546321	18509.863864
3	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	16047.420414	18934.085841
4	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	16578.511273	18398.746200
5	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	20265.222298	18976.189820
6	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	16829.569774	19237.357996
7	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	18978.918788	19394.229953
8	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	17860.164160	17713.944189
9	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	16690.502484	18498.280588
10	GD16	0.646972	0.000000	3.184500	0.000000	0.000000	0.230861	17632.910718	18174.842869
