rhoS_pop	0.00243	nan	nan	-21.21907	-7.81010	0.00001	0.00025	-0.00008	-0.00006	0.00043	0.00005	0.00001	-0.00011
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-21.21907	nan	nan	1508995.85409	451005.16625	0.06512	7.33127	2.86725	6.27974	-53.90930	-5.33585	0.03146	1.95815
T0_pop	-7.81010	nan	nan	451005.16625	1180912.80025	-0.51153	-64.21947	-8.86277	-6.06111	46.42807	-0.71837	-1.48150	10.43933
omega_rhoS	0.00001	nan	nan	0.06512	-0.51153	0.00115	-0.00003	-0.00001	-0.00002	-0.00003	-0.00001	-0.00002	0.00001
omega_deltaSC	0.00025	nan	nan	7.33127	-64.21947	-0.00003	0.03377	0.00058	0.00244	-0.01887	-0.00021	0.00055	-0.00545
omega_deltaCB	-0.00008	nan	nan	2.86725	-8.86277	-0.00001	0.00058	0.00297	0.00006	-0.00054	-0.00000	0.00003	-0.00018
omega_S0	-0.00006	nan	nan	6.27974	-6.06111	-0.00002	0.00244	0.00006	0.00087	-0.00313	-0.00004	0.00005	-0.00050
omega_T0	0.00043	nan	nan	-53.90930	46.42807	-0.00003	-0.01887	-0.00054	-0.00313	0.02387	0.00039	-0.00041	0.00373
b1	0.00005	nan	nan	-5.33585	-0.71837	-0.00001	-0.00021	-0.00000	-0.00004	0.00039	0.00050	-0.00000	0.00002
b2	0.00001	nan	nan	0.03146	-1.48150	-0.00002	0.00055	0.00003	0.00005	-0.00041	-0.00000	0.00054	-0.00013
b3	-0.00011	nan	nan	1.95815	10.43933	0.00001	-0.00545	-0.00018	-0.00050	0.00373	0.00002	-0.00013	0.00329
