rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206962	0.308643
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245690	0.180035
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.190475	0.145408
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201814	0.351304
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.240486	0.198421
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.217619	0.058862
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260963	0.283951
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.188312	0.182122
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104292	0.287612
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062047	0.158525
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065723	0.178331
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046411	0.129800
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019819	0.130965
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.089377	0.112289
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034640	0.199580
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144211	0.191086
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.188068	0.219705
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033736	0.262667
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001035	0.158387
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.051492	-0.133934
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090807	-0.158009
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.144135	-0.108432
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119982	-0.099903
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081039	-0.247953
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.189143	-0.070516
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131564	-0.013845
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.169862	-0.074369
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.061251	-0.109082
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.138103	-0.101454
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.441305	-0.264864
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.153211	-0.249962
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.433949	-0.346781
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.388674	-0.329465
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.294575	-0.177633
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.297014	-0.205612
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.220083	-0.368512
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069627	-0.207443
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043559	-0.299565
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.343569	-0.286067
