rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033287	-0.268242
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.243975	-0.121283
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.194805	-0.194710
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026682	-0.190267
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074437	-0.169544
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.151104	-0.079753
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064479	-0.104248
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.086398	-0.148198
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.129690	-0.095976
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.154091	-0.061592
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.276874	0.251415
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.207462	0.375887
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035700	0.097921
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.178214	0.188197
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.136794	0.306224
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176450	0.152940
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.218282	0.343181
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.322599	0.110959
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112829	0.270202
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071203	0.127494
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.150817	-0.059213
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024802	-0.061069
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.085803	-0.095955
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033669	-0.100512
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173531	-0.146433
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007537	-0.180005
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.136683	0.043005
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082781	-0.073269
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.176959	-0.071319
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083450	0.054623
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206159	0.179739
