rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	24223.351141	19303.733057
2	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	18357.799581	22359.644811
3	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	19283.010650	20776.665695
4	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22813.392822	20869.192760
5	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21749.550575	21306.183425
6	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20144.387575	23307.789812
7	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21967.206018	22743.815603
8	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	25544.634219	21765.861925
9	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20580.416429	22932.713944
10	AG111	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20084.308821	23734.956409
1	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	30904.561513	32458.281850
2	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	28832.169549	36760.663377
3	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	24281.854569	27839.664370
4	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	28001.101100	30469.860355
5	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	26864.977336	34286.954884
6	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	27951.735029	29414.291872
7	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	29145.817981	35577.815126
8	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	32350.472877	28205.011136
9	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	26228.818321	33073.844022
10	AG112	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	25159.420691	28675.253365
1	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20150.165433	23791.493330
2	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22856.326875	23747.361701
3	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	25529.446340	22933.198230
4	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22654.545341	22828.928745
5	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	19697.629928	21804.307093
6	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	23254.373483	21084.460532
7	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20436.989444	26352.045170
8	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21568.828394	23459.418673
9	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	19630.223057	23505.207079
10	AG139	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21554.406071	26659.999107
1	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	28794.638849	30213.237226
2	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	28817.766828	34370.005429
3	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	29955.707733	30222.167286
4	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	28346.538664	29193.589939
5	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	28669.773412	35867.983000
6	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	29800.213586	30782.985686
7	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	29126.508771	26773.230571
8	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	30416.724791	33531.723291
9	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	28285.287637	30285.315631
10	AG142	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	26005.858609	33654.700492
1	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22020.685975	29579.026230
2	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21939.906696	30170.728454
3	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22367.717059	28741.461269
4	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	23899.300439	28774.978639
5	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21427.023762	28242.559154
6	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22632.570437	30818.667719
7	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	27064.989265	30558.023615
8	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	19413.361083	31445.190252
9	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	24234.229801	32825.569228
10	GD14	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	23406.044024	29574.963248
1	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22254.357620	22078.556914
2	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21396.406144	21553.354767
3	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20285.274798	22648.846457
4	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20781.175681	22842.847920
5	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	25408.130377	19699.400307
6	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	19392.512314	23524.089590
7	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20541.881446	24895.721652
8	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	19770.041035	23433.629913
9	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22038.236770	22634.117813
10	GD15	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20407.986235	22807.449137
1	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	15070.286633	19369.064918
2	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	20101.988966	19659.853595
3	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	15181.549942	17845.658349
4	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	15884.688658	18157.356102
5	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	17452.012090	21134.518283
6	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	17409.500310	20551.395617
7	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	18801.695205	17462.024287
8	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	21854.411879	20513.793476
9	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	22431.611556	18708.461176
10	GD16	0.644733	0.000000	3.084377	0.000000	0.000000	0.222577	16617.577635	18962.702983
