rhoS_pop	1.00000	0.04571	-0.08106	nan	0.04984	-0.01600	0.10213	0.10921	nan	0.01695	-0.02429	-0.01090	-0.09100
deltaSC_pop	0.04571	1.00000	-0.66335	nan	0.18032	-0.06553	0.31615	0.28979	nan	0.04768	0.04677	-0.05125	-0.29980
rhoC_pop	-0.08106	-0.66335	1.00000	nan	-0.71417	0.13914	-0.71113	-0.70649	nan	0.09219	-0.09272	-0.02491	0.63449
deltaCB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	0.04984	0.18032	-0.71417	nan	1.00000	-0.14240	0.79883	0.77357	nan	-0.21517	0.10627	0.03686	-0.73024
omega_rhoS	-0.01600	-0.06553	0.13914	nan	-0.14240	1.00000	-0.16111	-0.16022	nan	-0.00205	-0.01896	-0.01569	0.14692
omega_deltaSC	0.10213	0.31615	-0.71113	nan	0.79883	-0.16111	1.00000	0.92620	nan	-0.10953	0.09172	0.00655	-0.91318
omega_rhoC	0.10921	0.28979	-0.70649	nan	0.77357	-0.16022	0.92620	1.00000	nan	-0.06412	0.07761	0.01007	-0.84313
omega_deltaCB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoB	0.01695	0.04768	0.09219	nan	-0.21517	-0.00205	-0.10953	-0.06412	nan	1.00000	-0.02649	-0.05969	0.06711
b1	-0.02429	0.04677	-0.09272	nan	0.10627	-0.01896	0.09172	0.07761	nan	-0.02649	1.00000	0.01429	-0.08528
b2	-0.01090	-0.05125	-0.02491	nan	0.03686	-0.01569	0.00655	0.01007	nan	-0.05969	0.01429	1.00000	0.01240
b3	-0.09100	-0.29980	0.63449	nan	-0.73024	0.14692	-0.91318	-0.84313	nan	0.06711	-0.08528	0.01240	1.00000
