rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.109948	-0.186106
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.123483	0.038341
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.544277	-0.137104
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032873	-0.007035
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.268597	-0.443957
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.276966	-0.087844
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.160890	0.128560
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175886	-0.270449
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.494843	-0.375632
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.357677	-0.257605
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.172869	-0.043839
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.227596	0.239139
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.338226	0.476570
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037134	0.254398
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.459431	0.147211
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026839	0.088191
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065436	0.187208
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119136	0.286264
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.272902	0.044519
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.167440	0.229369
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.521985	-0.059620
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.415923	-0.044813
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097373	-0.277964
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101870	-0.094535
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131592	-0.301641
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126304	-0.353946
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007873	-0.291215
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.569356	-0.257879
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161189	0.123168
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.264389	0.108762
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.380031	0.153102
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.262874	0.340780
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027859	0.076532
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.284608	0.109312
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135464	0.201553
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.503004	0.530613
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057057	0.168915
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.347037	0.000837
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.509922	0.361680
