rhoS_pop	1.00000	0.01964	-0.00921	0.03794	0.01162	-0.00358	0.03063	0.01765	0.03803	0.01203	-0.03634	0.00613	-0.02038
deltaSC_pop	0.01964	1.00000	-0.45717	0.51780	0.38176	-0.03177	-0.28513	-0.01257	0.45488	-0.27833	0.04145	0.13231	0.05325
rhoC_pop	-0.00921	-0.45717	1.00000	-0.36735	-0.55763	-0.00443	0.29448	0.26939	-0.53785	0.48756	-0.02786	-0.22139	-0.15060
deltaCB_pop	0.03794	0.51780	-0.36735	1.00000	0.89584	-0.10835	0.09283	0.04393	0.86540	-0.38385	0.09219	0.34501	-0.16200
rhoB_pop	0.01162	0.38176	-0.55763	0.89584	1.00000	-0.09140	0.06818	-0.07646	0.85060	-0.48310	0.09575	0.35798	-0.13752
omega_rhoS	-0.00358	-0.03177	-0.00443	-0.10835	-0.09140	1.00000	-0.07195	-0.00872	-0.08981	-0.00611	-0.02330	-0.03824	0.06256
omega_deltaSC	0.03063	-0.28513	0.29448	0.09283	0.06818	-0.07195	1.00000	-0.06775	0.08477	0.29994	0.02439	-0.03489	-0.65579
omega_rhoC	0.01765	-0.01257	0.26939	0.04393	-0.07646	-0.00872	-0.06775	1.00000	-0.01396	-0.02324	-0.00169	-0.00554	0.08303
omega_deltaCB	0.03803	0.45488	-0.53785	0.86540	0.85060	-0.08981	0.08477	-0.01396	1.00000	-0.45014	0.07660	0.35175	-0.13076
omega_rhoB	0.01203	-0.27833	0.48756	-0.38385	-0.48310	-0.00611	0.29994	-0.02324	-0.45014	1.00000	-0.04998	-0.23860	-0.23238
b1	-0.03634	0.04145	-0.02786	0.09219	0.09575	-0.02330	0.02439	-0.00169	0.07660	-0.04998	1.00000	0.04273	-0.02412
b2	0.00613	0.13231	-0.22139	0.34501	0.35798	-0.03824	-0.03489	-0.00554	0.35175	-0.23860	0.04273	1.00000	0.01564
b3	-0.02038	0.05325	-0.15060	-0.16200	-0.13752	0.06256	-0.65579	0.08303	-0.13076	-0.23238	-0.02412	0.01564	1.00000
