rhoS_pop	0.00216	0.00037	-0.00005	0.00001	0.00008	nan	-0.00294	0.00000	0.00001	-0.00008	-0.00001
rhoC_pop	0.00037	0.41300	0.01736	-0.00016	-0.03842	nan	3.33818	0.00258	0.00012	-0.00490	0.01062
rhoB_pop	-0.00005	0.01736	0.00277	-0.00001	-0.00168	nan	0.23740	0.00003	-0.00000	-0.00067	0.00059
omega_rhoS	0.00001	-0.00016	-0.00001	0.00114	-0.00009	nan	-0.01047	-0.00006	0.00000	-0.00002	0.00001
omega_deltaSC	0.00008	-0.03842	-0.00168	-0.00009	0.04428	nan	-0.91794	-0.00094	-0.00001	0.00044	-0.00400
omega_rhoC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_deltaCB	-0.00294	3.33818	0.23740	-0.01047	-0.91794	nan	16819.43857	0.07247	0.01176	-0.03877	0.12036
omega_rhoB	0.00000	0.00258	0.00003	-0.00006	-0.00094	nan	0.07247	0.00181	0.00003	-0.00010	-0.00016
b1	0.00001	0.00012	-0.00000	0.00000	-0.00001	nan	0.01176	0.00003	0.00046	-0.00000	-0.00000
b2	-0.00008	-0.00490	-0.00067	-0.00002	0.00044	nan	-0.03877	-0.00010	-0.00000	0.00187	-0.00007
b3	-0.00001	0.01062	0.00059	0.00001	-0.00400	nan	0.12036	-0.00016	-0.00000	-0.00007	0.00297
