rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21908.781313	22290.598900
2	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	20158.806573	24221.091449
3	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	23941.472590	20229.523873
4	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	24359.732376	21519.304664
5	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21794.311176	20766.168214
6	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21779.575522	26297.272461
7	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	24441.981771	22999.034897
8	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	20059.208824	22828.623260
9	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	22287.228999	20420.765887
10	AG111	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25765.970401	22358.512084
1	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	35923.294244	32961.374603
2	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	33133.627721	32782.334017
3	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	29039.326210	30751.290029
4	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	27709.357167	32849.678173
5	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	30512.062723	32894.178670
6	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	31263.349808	31298.434054
7	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25181.054915	34739.174443
8	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	27435.894149	34003.777142
9	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	28415.929832	30032.053887
10	AG112	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	31914.841427	29586.852376
1	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	22076.413295	23193.180408
2	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21901.685982	25890.783532
3	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25476.758008	21841.477294
4	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	19728.589196	21386.458850
5	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	22578.926536	23362.351641
6	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21212.644731	22706.206453
7	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	24433.983024	26187.789098
8	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	20609.193304	24691.041506
9	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25138.694253	27015.421097
10	AG139	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	19095.178844	22652.392818
1	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	27633.910053	29971.561041
2	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	29781.119053	29741.041109
3	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	24637.565507	32131.048566
4	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	28118.745361	30684.181771
5	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	34324.545632	31800.174955
6	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	28462.625107	32089.084539
7	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	31445.388550	31224.988496
8	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	31482.352284	34276.219176
9	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	28128.853457	28608.140351
10	AG142	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	30257.957846	28303.126837
1	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21362.950799	27007.966061
2	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	22700.848896	30192.467606
3	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25812.158313	31980.490634
4	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	23844.336403	32824.512411
5	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25073.704882	26798.605698
6	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25848.157142	28786.180169
7	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21138.290861	29860.844639
8	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	23358.595305	35451.625289
9	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	24934.763445	28797.499531
10	GD14	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	26652.430903	32748.104797
1	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	22562.927211	22579.941275
2	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	23187.055172	23717.589297
3	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	23010.255512	21614.924812
4	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	25191.330869	26094.259750
5	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	22341.536116	20881.369310
6	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	24257.810810	23855.165246
7	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	24335.464698	21282.968663
8	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	22821.040315	21340.161005
9	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	20843.358982	20397.275693
10	GD15	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	21130.951990	24457.213729
1	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	19236.221999	19158.921776
2	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	14575.810362	21065.602285
3	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	18368.536447	17495.733822
4	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	18342.862423	17866.941668
5	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	15840.161051	20354.731579
6	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	19217.766712	18864.989601
7	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	17684.013604	20631.651299
8	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	18494.261766	20726.247935
9	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	18507.364506	18563.040815
10	GD16	0.640190	0.000000	3.178324	0.000000	0.000000	0.227010	18626.598658	19445.168980
