rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	186141434437.859406	263629.615863
2	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	175675750856.823303	259136.625643
3	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	161512418976.153229	336454.430397
4	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	148859462256.097137	213772.343861
5	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	130076153827.869873	324523.460746
6	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	106148152330.323517	336347.532296
7	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	183949707450.138031	261421.673242
8	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	118909213872.640976	354939.830963
9	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	133568725866.896927	437786.896092
10	AG111	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	156887949042.124359	285089.528032
1	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	207418610156.441956	507794.044545
2	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	200927346722.033905	724295.008695
3	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	204688675886.171478	600192.312490
4	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	255794063199.693634	459624.194123
5	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	217980847705.310425	437914.620431
6	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	179476427558.365631	521593.512657
7	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	192120007601.357147	632850.009058
8	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	220831664450.099060	445631.857064
9	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	208774120015.077515	443486.780705
10	AG112	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	190371709577.027191	531182.596708
1	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	135013254725.560272	449457.978590
2	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	180957883336.088470	374170.438510
3	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	133450436847.314575	334906.887964
4	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	131833099338.640106	330538.803208
5	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	215101874415.938110	370040.738106
6	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	144660340857.698242	310393.875495
7	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	173659856642.022980	413748.261212
8	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	254435024769.139404	293357.439869
9	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	243152622367.959229	279035.224130
10	AG139	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	163092430702.727997	383203.535821
1	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	184203567141.425110	411844.746887
2	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	199138065479.409973	479588.800708
3	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	235509401141.365417	332799.736588
4	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	217940698236.567932	451274.144341
5	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	233055397121.551208	429446.109530
