rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
6	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	224845220112.265747	417181.345829
7	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	204063866945.737701	384375.274287
8	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	337142753821.816406	554735.068293
9	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	224513722913.905090	565340.041959
10	AG142	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	190668972334.092163	421143.131355
1	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	133555722653.476837	489467.356129
2	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	177793294118.253479	501112.171119
3	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	153420781703.091888	558596.969392
4	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	148590838855.170013	477673.160734
5	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	206365052382.741180	715039.401036
6	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	219470731843.648193	582731.703527
7	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	167634752385.794678	531741.982365
8	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	190369493133.851990	639669.293274
9	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	136839355627.514282	498978.482998
10	GD14	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	178448208358.547546	504094.258531
1	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	234964892399.093384	357122.643722
2	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	157311179066.710205	333714.961005
3	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	129107906082.606750	248740.708767
4	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	109912477986.419601	357633.150053
5	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	189698749291.791077	287168.264644
6	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	220578622249.475098	297004.662933
7	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	129345939884.261429	351352.298745
8	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	127113993830.393173	279974.950165
9	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	150273023812.867981	274524.117538
10	GD15	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	147359153197.681702	373626.762327
1	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	207239248880.942688	216968.633196
2	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	240230987973.450928	244973.523338
3	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	128954240715.257523	373874.979726
4	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	177621985042.838654	375273.736948
5	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	144455919724.722382	260211.594511
6	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	90883472202.268524	267266.719105
7	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	166502806570.314606	268377.022354
8	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	228971252941.232880	204687.933283
9	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	150973078257.546936	228323.712367
10	GD16	-3.682285	0.000000	1.065580	0.000000	0.000000	-2.147361	117486268787.897980	239015.918666
