rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060165	-0.293288
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134279	-0.074821
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119470	-0.128405
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080152	-0.093513
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038496	-0.016470
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.066692	-0.144231
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.204588	-0.121069
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022755	-0.148931
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.188401	-0.194642
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008922	-0.119416
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143718	0.160186
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.196638	0.253584
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.325207	0.198349
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129394	0.253573
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.169866	0.292601
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206510	0.261183
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.307660	0.292362
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141111	0.104282
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.228826	0.114654
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009684	0.114416
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133815	-0.129188
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064498	-0.140770
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055525	-0.055253
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107658	-0.176961
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.189093	-0.060832
