rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
6	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	27697.469568	32582.698365
7	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	30750.745739	27936.689256
8	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	28934.540094	33399.603578
9	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	29296.782169	32574.915431
10	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	29736.191968	34122.042149
1	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21553.708490	28575.692481
2	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	22810.884149	29103.162330
3	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	22913.580406	34493.282278
4	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	23913.117559	29231.420180
5	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26160.032990	31739.183995
6	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26262.046015	31133.127774
7	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21363.962846	28785.926519
8	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	27461.053361	31499.706861
9	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19917.318626	34554.792466
10	GD14	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21144.301821	31693.686607
1	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21591.529025	23655.393238
2	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	23478.739768	22978.327930
3	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21577.755767	20715.469833
4	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	23562.538788	23798.922496
5	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19812.241162	25850.037834
6	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	22462.459408	19808.022445
7	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19834.280565	23988.454191
8	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	27884.526990	20798.067293
9	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26600.730538	19691.294734
10	GD15	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	25020.896330	27292.031417
1	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	17075.530542	20868.693072
2	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19054.291521	22377.692855
3	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	17702.828828	21138.544415
4	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	17619.665881	18563.257845
5	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	16167.412416	19592.108809
6	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	25228.195029	19323.075088
7	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	16354.781026	18970.785872
8	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	17412.398029	19883.762408
9	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	18653.036557	19029.132030
10	GD16	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	18287.378150	21191.423261
