rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21766.172041	19397.754167
2	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	20211.314751	24134.048898
3	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	20512.852214	22874.898256
4	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21335.449591	23687.130512
5	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	24023.152909	25584.191683
6	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21624.560170	22515.718766
7	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	28363.696330	23043.314899
8	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	22595.848050	22410.157411
9	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19146.520259	21408.823559
10	AG111	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	22910.587686	23081.438473
1	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26688.676646	30527.588113
2	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	28139.095650	33516.211459
3	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	31999.781989	31715.143942
4	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26309.108932	33515.838096
5	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	27395.732791	34849.762533
6	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	28418.243386	33771.854315
7	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	31443.175358	34841.418952
8	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26619.194009	28867.803712
9	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	29059.550675	29168.796175
10	AG112	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	23340.869952	29161.831425
1	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26425.692172	22856.982385
2	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21672.053677	22593.799710
3	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21867.385457	24610.953654
4	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	25743.433971	21790.722288
5	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19133.259776	24474.043436
6	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	21478.995592	24940.011295
7	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19894.313040	26996.739628
8	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	22019.563943	23583.866422
9	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	23844.104381	26335.946020
10	AG139	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	19799.374726	24715.610771
1	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	27379.216144	31125.805808
2	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26865.611970	31209.330568
3	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	26271.663232	35941.798650
4	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	25503.920842	30781.180774
5	AG142	0.650536	0.000000	2.133257	0.000000	0.000000	0.245201	28228.750514	31769.339684
