rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	1	0.56472208900085197	0.21043102896841889	3.60386797700485806	4.32782376139849490	0.20528094321743545	-0.04811927537395044	-0.57467389107831512	-0.04854482538067639	0.02727350897311798	-0.02450663254121835
2	1	0.62659097592368085	0.23223429121665942	3.61350836788935315	4.33710689925220816	0.22415857664819644	0.01374961154887844	-0.47608509913544905	-0.03890443449618131	0.02941620157365898	-0.00562899911045736
3	1	0.58884094087482697	0.30823175471591463	3.65906541540267716	4.21986708308643976	0.28124584227881433	-0.02400042349997544	-0.19297988675291822	0.00665261301714271	0.00201231947509561	0.05145826652016053
4	1	0.58983904885688765	0.26061516494997622	3.59111080967864948	4.61788476228845912	0.31185652421408416	-0.02300231551791476	-0.36078698171592127	-0.06130199270688497	0.09214544541289071	0.08206894845543036
5	1	0.56158408539235494	0.21602249369797613	3.60926535195742693	3.96830072749434271	0.24614082371591101	-0.05125727898244747	-0.54844929740111903	-0.04314745042810753	-0.05945333644797390	0.01635324795725721
6	1	0.60419544932172864	0.27045968736996850	3.60333547298075185	4.68441248219265827	0.18656201608715445	-0.00864591505307377	-0.32370878002909742	-0.04907732940478260	0.10644919263443176	-0.04322555967149935
7	1	0.60829743709881257	0.26995255364256177	3.64419696821549222	4.93340964660758985	0.29264800063939461	-0.00454392727598985	-0.32558562084722098	-0.00821583417004224	0.15823904971142211	0.06286042488074081
8	1	0.57870378410792456	0.36484192717268382	3.69072230154224812	4.65625863867330647	0.25313490804260730	-0.03413758026687785	-0.02436765361531168	0.03830949915671367	0.10042094725171480	0.02334733228395350
9	1	0.67112858549073917	0.30912263378267063	3.61843077688704495	4.60689007601818545	0.20412428483194472	0.05828722111593676	-0.19009376590645166	-0.03398202549848950	0.08976171428250912	-0.02566329092670908
10	1	0.62544291793449702	0.21892222064328548	3.52103767141356228	4.27588141507646302	0.20143092174157481	0.01260155355969461	-0.53511532730059774	-0.13137513097197218	0.01519894892417728	-0.02835665401707899
1	2	0.76754030720895516	0.41062568978010217	3.73209076110167226	4.14033020532772777	0.24274648518062569	0.15469894283415275	0.09385023191325881	0.07967795871613781	-0.01701576678025796	0.01295890942197189
2	2	0.78222020293186445	0.46486073714506382	3.71216896422605203	4.20206838976627406	0.23088323739371905	0.16937883855706204	0.21790603356666927	0.05975616184051757	-0.00221443336004223	0.00109566163506525
3	2	0.74224330973623753	0.39578665012167119	3.70149217961929011	3.82501855672695434	0.21722848762194627	0.12940194536143512	0.05704346659691895	0.04907937723375566	-0.09622799247922464	-0.01255908813670753
4	2	0.78250173620406205	0.41224986937517988	3.74582291970573866	3.82315450984502148	0.18984663761296786	0.16966037182925964	0.09779780742740996	0.09341011732020421	-0.09671544141706034	-0.03994093814568594
5	2	0.74955797439608796	0.44645093231480648	3.70072161809248845	4.22071016801384147	0.20390630389617539	0.13671661002128555	0.17749766309199155	0.04830881570695400	0.00221208897074132	-0.02588127186247841
6	2	0.74190051970655813	0.46722542206794454	3.70825509901432415	3.94068151004468081	0.20684745384503644	0.12905915533175571	0.22298000655249139	0.05584229662878970	-0.06643763073338560	-0.02294012191361736
7	2	0.78187326373773958	0.48601805446653090	3.61158575634431989	4.26879811771299078	0.39024103482234962	0.16903189936293717	0.26241393516458877	-0.04082704604121457	0.01354100518062906	0.16045345906369582
8	2	0.71885768368792080	0.42649721875087315	3.77646343640990301	4.56486445865130808	0.33815670142973958	0.10601631931311839	0.13177400865654343	0.12405063402436856	0.08059751100470280	0.10836912567108578
9	2	0.78648681429276079	0.57531712064111018	3.63103204756916442	4.19357982454679412	0.18835515078668966	0.17364544991795838	0.43108956577378166	-0.02138075481637003	-0.00423656861280541	-0.04143242497196414
10	2	0.74408143371936519	0.40503960765621488	3.62711597837509458	3.95203712846105049	0.24609338920364948	0.13124006934456278	0.08015302185278528	-0.02529682401043987	-0.06356013648284442	0.01630581344499568
1	3	0.52583822168991046	0.43423106690452273	3.71704251921731554	4.18875391122884633	0.29627660176368659	-0.08700314268489195	0.14974496748772426	0.06462971683178109	-0.00538801736282291	0.06648902600503279
2	3	0.60474305428705011	0.42876952622669118	3.68048055241360705	4.33630210671168825	0.21854001582538352	-0.00809831008775230	0.13708770250883995	0.02806775002807260	0.02923062458950532	-0.01124755993327028
3	3	0.62643330105249995	0.31411198506781757	3.73748994669329759	4.54391335802360175	0.23949846321139692	0.01359193667769754	-0.17408227448341140	0.08507714430776314	0.07599730272287197	0.00971088745274312
4	3	0.53030647637362072	0.46704712960307665	3.60234915964645586	4.26118727034006728	0.24907623066409243	-0.08253488800118169	0.22259833534377749	-0.05006364273907860	0.01175651223102614	0.01928865490543863
5	3	0.58851691488024205	0.33084179962783211	3.76518053386303331	4.34260091087393540	0.27513949753138978	-0.02432444949456036	-0.12219152277357992	0.11276773147749886	0.03068214565280192	0.04535192177273598
