rhoS_pop	0.00214	nan	-0.00026	-0.00002	-0.00006	0.00066	-0.00010	-0.00012	-0.00003	-0.00002	0.00003
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00026	nan	0.00936	0.00011	0.00410	-0.02014	0.00278	0.00425	0.00022	0.00016	-0.00094
omega_rhoS	-0.00002	nan	0.00011	0.00114	-0.00003	-0.00046	0.00001	0.00005	0.00000	-0.00001	0.00000
omega_deltaSC	-0.00006	nan	0.00410	-0.00003	0.02424	-0.01102	0.00156	0.00350	0.00015	0.00036	-0.00336
omega_rhoC	0.00066	nan	-0.02014	-0.00046	-0.01102	0.08696	-0.01124	-0.01097	-0.00078	-0.00057	0.00328
omega_deltaCB	-0.00010	nan	0.00278	0.00001	0.00156	-0.01124	0.00313	0.00101	0.00011	0.00008	-0.00062
omega_rhoB	-0.00012	nan	0.00425	0.00005	0.00350	-0.01097	0.00101	0.00589	0.00014	0.00013	-0.00080
b1	-0.00003	nan	0.00022	0.00000	0.00015	-0.00078	0.00011	0.00014	0.00048	0.00001	-0.00004
b2	-0.00002	nan	0.00016	-0.00001	0.00036	-0.00057	0.00008	0.00013	0.00001	0.00056	-0.00006
b3	0.00003	nan	-0.00094	0.00000	-0.00336	0.00328	-0.00062	-0.00080	-0.00004	-0.00006	0.00251
