rhoS_pop	0.00212	nan	nan	0.00001	0.00006	0.00024	-0.00003	-0.00002	-0.00001	-0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	0.00001	nan	nan	0.00110	-0.00001	0.00049	-0.00010	-0.00000	-0.00001	-0.00000
omega_deltaSC	0.00006	nan	nan	-0.00001	0.02161	0.00124	-0.00034	0.00003	0.00013	-0.00252
omega_rhoC	0.00024	nan	nan	0.00049	0.00124	0.08816	-0.01155	-0.00020	-0.00004	-0.00085
omega_deltaCB	-0.00003	nan	nan	-0.00010	-0.00034	-0.01155	0.00269	0.00003	0.00000	-0.00002
b1	-0.00002	nan	nan	-0.00000	0.00003	-0.00020	0.00003	0.00047	0.00000	-0.00001
b2	-0.00001	nan	nan	-0.00001	0.00013	-0.00004	0.00000	0.00000	0.00053	-0.00001
b3	-0.00001	nan	nan	-0.00000	-0.00252	-0.00085	-0.00002	-0.00001	-0.00001	0.00238
