rhoS_pop	0.00213	nan	-0.00012	-0.00001	0.00006	-0.00122	0.00009	0.00014	-0.00003	-0.00001	-0.00002
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00012	nan	0.00431	-0.00004	0.00248	0.00080	0.00074	-0.00098	0.00000	0.00011	-0.00030
omega_rhoS	-0.00001	nan	-0.00004	0.00112	-0.00008	0.00095	-0.00013	-0.00008	0.00000	-0.00002	0.00001
omega_deltaSC	0.00006	nan	0.00248	-0.00008	0.02258	-0.00150	0.00082	-0.00045	0.00002	0.00030	-0.00247
omega_rhoC	-0.00122	nan	0.00080	0.00095	-0.00150	0.17995	-0.01446	-0.01205	0.00061	-0.00095	0.00059
omega_deltaCB	0.00009	nan	0.00074	-0.00013	0.00082	-0.01446	0.00297	0.00054	-0.00004	0.00010	-0.00033
omega_rhoB	0.00014	nan	-0.00098	-0.00008	-0.00045	-0.01205	0.00054	0.00284	-0.00005	0.00004	-0.00005
b1	-0.00003	nan	0.00000	0.00000	0.00002	0.00061	-0.00004	-0.00005	0.00047	0.00000	-0.00000
b2	-0.00001	nan	0.00011	-0.00002	0.00030	-0.00095	0.00010	0.00004	0.00000	0.00055	-0.00004
b3	-0.00002	nan	-0.00030	0.00001	-0.00247	0.00059	-0.00033	-0.00005	-0.00000	-0.00004	0.00225
