rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041200	-0.174622
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108758	-0.143108
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007647	-0.234142
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013472	-0.107195
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041330	-0.147317
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.031915	-0.001823
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.091537	-0.062816
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.075496	0.017623
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013420	-0.159322
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.139445	-0.109804
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.197193	0.127293
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.366295	0.163526
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.256768	0.204054
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350628	0.202983
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.190948	0.176051
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.218132	0.270039
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.181405	0.244444
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.336956	0.183668
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.353149	0.088315
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.207687	0.283834
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020518	-0.202247
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081275	-0.064237
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131054	-0.076035
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.061545	0.063319
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.202333	-0.028043
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057129	-0.044118
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110122	-0.102497
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080834	-0.095324
