rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	22270.607399	21476.866944
2	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	20815.755954	22164.465165
3	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	23030.536889	20235.851157
4	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	22896.770548	22974.908135
5	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	22267.706810	22071.359349
6	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	22478.358506	25527.979001
7	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	21177.327181	24017.488385
8	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	21519.767246	26029.251251
9	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	22897.955667	21807.988306
10	AG111	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	20186.681532	22915.047006
1	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	28266.038329	29046.291663
2	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	33473.811486	30118.014677
3	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	30001.143323	31363.724172
4	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	32953.458506	31330.148475
5	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	28090.069714	30497.616825
6	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	28864.132695	33503.074884
7	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	27823.264618	32656.451070
8	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	32505.984908	30730.809356
9	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	33036.613902	27935.922426
10	AG112	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	28564.211322	33968.458392
1	AG139	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	23688.408669	20891.672232
2	AG139	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	25172.275483	23983.365948
3	AG139	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	20356.773918	23702.094619
4	AG139	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	21822.097745	27246.290959
5	AG139	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	18956.280581	24867.343008
6	AG139	0.648768	0.000000	2.160444	0.000000	0.000000	0.265860	21918.679722	24470.776416
