rhoS_pop	1.00000	nan	-0.02915	0.00428	-0.00266	-0.04606	0.05786	-0.02848	-0.00849	-0.00321
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.02915	nan	1.00000	0.00763	0.13673	0.04697	-0.00915	0.00041	0.00061	-0.05939
omega_rhoS	0.00428	nan	0.00763	1.00000	-0.00786	-0.01465	-0.01962	-0.00026	-0.01391	0.00731
omega_deltaSC	-0.00266	nan	0.13673	-0.00786	1.00000	-0.00751	-0.02269	0.01641	0.06689	-0.43943
omega_deltaCB	-0.04606	nan	0.04697	-0.01465	-0.00751	1.00000	-0.72354	0.04720	-0.05118	0.04051
omega_rhoB	0.05786	nan	-0.00915	-0.01962	-0.02269	-0.72354	1.00000	-0.04964	0.05647	-0.10580
b1	-0.02848	nan	0.00041	-0.00026	0.01641	0.04720	-0.04964	1.00000	0.00733	-0.00368
b2	-0.00849	nan	0.00061	-0.01391	0.06689	-0.05118	0.05647	0.00733	1.00000	-0.03980
b3	-0.00321	nan	-0.05939	0.00731	-0.43943	0.04051	-0.10580	-0.00368	-0.03980	1.00000
