rhoS_pop	1.00000	nan	-0.03677	0.01128	0.00950	0.01445	-0.02695	-0.02493	-0.01602	-0.00544
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.03677	nan	1.00000	0.16727	0.41840	0.34439	-0.42417	-0.03332	-0.02705	-0.21990
omega_rhoS	0.01128	nan	0.16727	1.00000	0.20638	0.15101	-0.34019	-0.04321	-0.05648	-0.08990
omega_deltaSC	0.00950	nan	0.41840	0.20638	1.00000	0.31106	-0.61866	-0.07421	-0.01898	-0.49530
omega_deltaCB	0.01445	nan	0.34439	0.15101	0.31106	1.00000	-0.52894	-0.06374	-0.07160	-0.21820
omega_rhoB	-0.02695	nan	-0.42417	-0.34019	-0.61866	-0.52894	1.00000	0.15785	0.12458	0.28062
b1	-0.02493	nan	-0.03332	-0.04321	-0.07421	-0.06374	0.15785	1.00000	0.02932	0.02890
b2	-0.01602	nan	-0.02705	-0.05648	-0.01898	-0.07160	0.12458	0.02932	1.00000	0.00440
b3	-0.00544	nan	-0.21990	-0.08990	-0.49530	-0.21820	0.28062	0.02890	0.00440	1.00000
