rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	1	0.59546717789494086	-0.63550936300063487	3.07751008420537087	0.00000000000000000	-0.23496877284278891	-0.23766466727559826	24179.25743759601027705	25633.37117837025652989	-0.03926953857413884	-0.63550936300063487	0.00000000000000000	0.00000000000000000	-0.23496877284278891	0.00000000000000000	0.03135700538937769	0.03840981895894302
2	1	0.63656702188520076	0.32978299777404046	3.07751008420537087	0.00000000000000000	-0.08540531198058043	-0.23766466727559826	23875.21599193014117191	24537.60312707578850677	0.00183030541612106	0.32978299777404046	0.00000000000000000	0.00000000000000000	-0.08540531198058043	0.00000000000000000	0.01870280355941212	-0.00527848285357990
3	1	0.58404395567854805	-0.09891474047292499	3.07751008420537087	0.00000000000000000	-0.13298607678159377	-0.23766466727559826	23884.49099372773343930	25676.23213463110005250	-0.05069276079053164	-0.09891474047292499	0.00000000000000000	0.00000000000000000	-0.13298607678159377	0.00000000000000000	0.01909120635748529	0.04008049904464706
4	1	0.65418964383413181	-0.20421206236837547	3.07751008420537087	0.00000000000000000	-0.10226083626773670	-0.23766466727559826	23328.67708232989753014	26690.17998647427157266	0.01945292736505211	-0.20421206236837547	0.00000000000000000	0.00000000000000000	-0.10226083626773670	0.00000000000000000	-0.00445474969552961	0.07881046170302142
5	1	0.63361975496489731	-0.56307876816205482	3.07751008420537087	0.00000000000000000	-0.16639555816778026	-0.23766466727559826	24830.77239913181620068	24216.35218316777536529	-0.00111696150418239	-0.56307876816205482	0.00000000000000000	0.00000000000000000	-0.16639555816778026	0.00000000000000000	0.05794557698362013	-0.01845713026116691
6	1	0.61416889704472155	-0.56177388067740708	3.07751008420537087	0.00000000000000000	-0.16421099239040701	-0.23766466727559826	23027.16609184110711794	23051.60028756133760908	-0.02056781942435815	-0.56177388067740708	0.00000000000000000	0.00000000000000000	-0.16421099239040701	0.00000000000000000	-0.01746347618234623	-0.06775005145783730
7	1	0.57992632456691284	-0.18829869294691134	3.07751008420537087	0.00000000000000000	-0.23076329439093490	-0.23766466727559826	24633.45410356210413738	24456.54592312190288794	-0.05481039190216686	-0.18829869294691134	0.00000000000000000	0.00000000000000000	-0.23076329439093490	0.00000000000000000	0.04996731244080088	-0.00858733827733893
8	1	0.61159335276465809	-0.21124592161671973	3.07751008420537087	0.00000000000000000	-0.13196179675207045	-0.23766466727559826	22887.43008481958895572	24708.28428235298633808	-0.02314336370442160	-0.21124592161671973	0.00000000000000000	0.00000000000000000	-0.13196179675207045	0.00000000000000000	-0.02355027428498779	0.00165333816511470
9	1	0.57357540090290149	-0.47673876009009430	3.07751008420537087	0.00000000000000000	-0.11122231869059210	-0.23766466727559826	24670.27445891016031965	26746.15464086340216454	-0.06116131556617821	-0.47673876009009430	0.00000000000000000	0.00000000000000000	-0.11122231869059210	0.00000000000000000	0.05146092613967390	0.08090546598250370
10	1	0.63303705650677744	-0.69765787670981005	3.07751008420537087	0.00000000000000000	-0.18465890847031871	-0.23766466727559826	23993.00071815546471043	24071.19942117098617018	-0.00169965996230226	-0.69765787670981005	0.00000000000000000	0.00000000000000000	-0.18465890847031871	0.00000000000000000	0.02362402152128418	-0.02446916418629463
1	2	0.77000002988561933	0.50493122978419325	3.07751008420537087	0.00000000000000000	-0.19816432311839824	-0.23766466727559826	23397.20662929323589196	24677.62097580514455331	0.13526331341653963	0.50493122978419325	0.00000000000000000	0.00000000000000000	-0.19816432311839824	0.00000000000000000	-0.00152148912748729	0.00041155428658257
2	2	0.74732373131357743	0.31376094790144449	3.07751008420537087	0.00000000000000000	-0.24825990567121500	-0.23766466727559826	23547.63409698953182669	25723.23881585139315575	0.11258701484449773	0.31376094790144449	0.00000000000000000	0.00000000000000000	-0.24825990567121500	0.00000000000000000	0.00488722289396648	0.04190957212482260
3	2	0.74855608836153387	0.31980744385007198	3.07751008420537087	0.00000000000000000	-0.22014097877110633	-0.23766466727559826	23908.48395984203307307	25243.38636917334588361	0.11381937189245417	0.31980744385007198	0.00000000000000000	0.00000000000000000	-0.22014097877110633	0.00000000000000000	0.02009524379826821	0.02307895015662176
4	2	0.76610405728257513	-0.16509079947480865	3.07751008420537087	0.00000000000000000	-0.26556872526323244	-0.23766466727559826	23774.37063597974338336	26054.34475994201420690	0.13136734081349544	-0.16509079947480865	0.00000000000000000	0.00000000000000000	-0.26556872526323244	0.00000000000000000	0.01447000685942257	0.05469929441986210
5	2	0.82560800575354087	0.09698536373608327	3.07751008420537087	0.00000000000000000	-0.19920347083232298	-0.23766466727559826	22747.25032075713897939	26148.88703973146766657	0.19087128928446118	0.09698536373608327	0.00000000000000000	0.00000000000000000	-0.19920347083232298	0.00000000000000000	-0.02969385647834422	0.05832138370026385
6	2	0.74509285022777727	-0.06715754638237209	3.07751008420537087	0.00000000000000000	-0.23803244099329218	-0.23766466727559826	24009.80800724975415505	26325.37124009787294199	0.11035613375869757	-0.06715754638237209	0.00000000000000000	0.00000000000000000	-0.23803244099329218	0.00000000000000000	0.02432428428620881	0.06504791482574213
7	2	0.80136550919232008	0.35343511400268640	3.07751008420537087	0.00000000000000000	-0.13405429083539672	-0.23766466727559826	22997.35209089623458567	25156.13342060615104856	0.16662879272324038	0.35343511400268640	0.00000000000000000	0.00000000000000000	-0.13405429083539672	0.00000000000000000	-0.01875904673005913	0.01961649511335395
8	2	0.82502288160620463	-0.14501015677365972	3.07751008420537087	0.00000000000000000	-0.19619950318507950	-0.23766466727559826	23374.67070018652157160	26627.30044057116174372	0.19028616513712493	-0.14501015677365972	0.00000000000000000	0.00000000000000000	-0.19619950318507950	0.00000000000000000	-0.00248514216591111	0.07645177653817647
9	2	0.76442576396837614	0.07896657829790188	3.07751008420537087	0.00000000000000000	-0.21465996083754549	-0.23766466727559826	23123.17881983696497628	26384.73997077269086731	0.12968904749929644	0.07896657829790188	0.00000000000000000	0.00000000000000000	-0.21465996083754549	0.00000000000000000	-0.01330260298840358	0.06730056633476877
10	2	0.77992630346157765	0.09110787050618147	3.07751008420537087	0.00000000000000000	-0.26153254357507788	-0.23766466727559826	23171.41174697508904501	23492.70630581411387539	0.14518958699249795	0.09110787050618147	0.00000000000000000	0.00000000000000000	-0.26153254357507788	0.00000000000000000	-0.01121886300929376	-0.04879524227278509
1	3	0.57599872554910270	0.14337388652011634	3.07751008420537087	0.00000000000000000	-0.22669911231423459	-0.23766466727559826	23229.91478429290873464	23936.39995540227755555	-0.05873799091997700	0.14337388652011634	0.00000000000000000	0.00000000000000000	-0.22669911231423459	0.00000000000000000	-0.00869725112055519	-0.03008493426360914
2	3	0.57944040961604637	0.21654050863836455	3.07751008420537087	0.00000000000000000	-0.18007238054201943	-0.23766466727559826	24073.71687862448015949	23855.20658600504248170	-0.05529630685303333	0.21654050863836455	0.00000000000000000	0.00000000000000000	-0.18007238054201943	0.00000000000000000	0.02698252987696037	-0.03348274628076808
