rhoS_pop	1.00000	nan	-0.02716	-0.00063	0.00022	-0.02083	0.01226	nan	-0.02422	-0.00982	0.00423
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.02716	nan	1.00000	-0.01120	0.33209	0.75295	-0.54110	nan	0.04076	0.09861	-0.17718
omega_rhoS	-0.00063	nan	-0.01120	1.00000	-0.01654	-0.01678	-0.01887	nan	-0.00001	-0.00828	0.01502
omega_deltaSC	0.00022	nan	0.33209	-0.01654	1.00000	0.28630	-0.14067	nan	0.02782	0.08593	-0.41597
omega_rhoC	-0.02083	nan	0.75295	-0.01678	0.28630	1.00000	-0.70825	nan	0.04221	0.11078	-0.16852
omega_deltaCB	0.01226	nan	-0.54110	-0.01887	-0.14067	-0.70825	1.00000	nan	-0.01551	-0.09307	0.02406
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.02422	nan	0.04076	-0.00001	0.02782	0.04221	-0.01551	nan	1.00000	0.00931	-0.01921
b2	-0.00982	nan	0.09861	-0.00828	0.08593	0.11078	-0.09307	nan	0.00931	1.00000	-0.02813
b3	0.00423	nan	-0.17718	0.01502	-0.41597	-0.16852	0.02406	nan	-0.01921	-0.02813	1.00000
