rhoS_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	nan	nan	nan	1987276.00630	1296280.79695	-104.40569	98.68077	-261.93735	-33.06299	-132.50483
T0_pop	nan	nan	nan	1296280.79695	4518183.04244	-48.56114	74.24336	-170.10067	-137.59004	-373.83320
omega_S0	nan	nan	nan	-104.40569	-48.56114	0.00933	-0.00602	0.01423	0.00101	0.00558
omega_T0	nan	nan	nan	98.68077	74.24336	-0.00602	0.00894	-0.01317	-0.00160	-0.00867
b1	nan	nan	nan	-261.93735	-170.10067	0.01423	-0.01317	0.05097	0.00432	0.01745
b2	nan	nan	nan	-33.06299	-137.59004	0.00101	-0.00160	0.00432	0.01043	0.01139
b3	nan	nan	nan	-132.50483	-373.83320	0.00558	-0.00867	0.01745	0.01139	0.04107
