rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	150806473504.56796264648437500	262569.85052935377461836	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.15921873066873005	-0.34313111633731097
2	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	199494305103.06311035156250000	428467.32301717571681365	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.12056957700282922	0.14656621590080299
3	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	126661914783.51823425292968750	337071.86075163184432313	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.33369466458868047	-0.09335211595369053
4	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	140740576242.74316406250000000	313154.81215732923010364	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.22829780216243734	-0.16695058443250588
5	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	232138124374.41909790039062500	272540.76562405115691945	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.27211644512016520	-0.30586005869116306
6	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	131719564937.18072509765625000	302371.89455285982694477	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.29454095850431017	-0.20199056153346007
7	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	148458202036.14532470703125000	376340.21772219083504751	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.17491266221713886	0.01684530841550114
8	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	193791474254.85314941406250000	309030.44069122977089137	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.09156659292560931	-0.18020847461662193
9	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	255012730653.04013061523437500	346433.72774227883201092	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.36609735497148677	-0.06595672181605750
10	1	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	215274125076.79830932617187500	301103.85843078710604459	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.19669610329179932	-0.20619301037084981
1	2	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	181406214277.74789428710937500	493053.46856499492423609	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02552268134337510	0.28696936344283053
2	2	-3.68228522991826335	0.00000000000000000	1.06557964379005154	0.00000000000000000	0.00000000000000000	-2.14736142851003375	214493854179.61227416992187500	444295.85987551684956998	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.19306497304395975	0.18284243136383438
