rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
7	GD15	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	90751.480705	8776.794106
8	GD15	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	155668.946073	8776.794008
9	GD15	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	101942.460755	8776.794210
10	GD15	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	147431.357511	8776.794037
1	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	73757.871766	8776.794105
2	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	82201.370477	8776.793994
3	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	96771.599582	8776.794007
4	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	101443.721636	8776.793913
5	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	79463.478932	8776.793932
6	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	117484.805454	8776.793945
7	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	88330.766284	8776.794199
8	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	58628.460961	8776.793824
9	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	98550.401839	8776.794271
10	GD16	-0.001301	0.000000	0.590073	0.000000	0.000000	1.662228	66777.482148	8776.793703
