rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.175753	-0.000000
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035120	0.000000
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.501040	-0.000000
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.313249	0.000000
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.226357	-0.000000
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.196966	0.000000
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.171989	0.000000
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.520586	0.000000
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.412202	-0.000000
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.249021	-0.000000
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.201870	-0.000000
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.446077	-0.000000
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055065	-0.000000
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.340286	0.000000
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.750154	-0.000000
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.230806	0.000000
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.620008	-0.000000
