rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012292	-0.000000
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096527	0.000000
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.356906	0.000000
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.220212	0.000000
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.399010	-0.000000
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.164741	0.000000
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143918	-0.000000
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001945	-0.000000
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079849	-0.000000
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.277524	-0.000000
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213527	0.000000
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.238959	0.000000
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.169833	0.000000
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.194887	-0.000000
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.268083	-0.000000
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.511595	-0.000000
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072856	-0.000000
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051823	0.000000
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.096553	-0.000000
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151446	0.000000
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070436	0.000000
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024756	-0.000000
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.091459	-0.000000
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.171976	-0.000000
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025623	0.000000
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.358352	-0.000000
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177445	-0.000000
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.354475	0.000000
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.190262	-0.000000
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.226418	-0.000000
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.397940	0.000000
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.199930	-0.000000
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.581653	-0.000000
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.348009	-0.000000
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.507291	0.000000
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.369102	-0.000000
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.042040	0.000000
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.345935	-0.000000
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.359678	-0.000000
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.195675	0.000000
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070411	0.000000
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011613	0.000000
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.051615	-0.000000
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053502	-0.000000
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.251858	-0.000000
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039859	-0.000000
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021298	0.000000
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072440	-0.000000
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.136579	-0.000000
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014382	0.000000
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090454	0.000000
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.279483	-0.000000
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.224850	0.000000
