rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.075240	-0.235483
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111663	-0.221287
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.152022	-0.038885
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046978	-0.070382
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020617	-0.049688
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.063153	-0.061515
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.233296	-0.122582
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.114109	-0.158533
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.164243	-0.203350
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038274	-0.110437
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198678	0.200109
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.300525	0.209615
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120480	0.174364
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.291371	0.175938
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294699	0.265131
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.266115	0.202287
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139021	0.123863
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.211831	0.323690
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206724	0.179991
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.164476	0.135131
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000480	-0.187617
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006942	-0.083857
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.112929	-0.085437
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018761	-0.189646
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.067709	-0.130690
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055094	-0.116617
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.135765	-0.059412
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.048184	-0.091034
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.157411	-0.052714
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030696	-0.138770
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.308903	0.146069
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.263879	0.268849
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184076	0.308311
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.262073	0.239263
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223134	0.245392
