parameter	value	se_sa	rse_sa
rhoS_pop	0.61339694953083213	0.04698196870277838	7.65930915351199637
deltaSC_pop	0.34757885138312600	0.04830007593779100	13.89614924659246320
rhoC_pop	3.99144017142346419	nan	nan
deltaCB_pop	4.73989559799482496	0.96794878615266045	20.42131026181554532
rhoB_pop	0.26230169434884409	0.28623763619347808	109.12534778094142496
omega_rhoS	0.11861345542479416	0.03352202616404758	28.26157120538650247
omega_deltaSC	0.23549741628214430	0.15756631780369090	66.90787537767045023
omega_rhoC	0.07746267160125135	nan	nan
omega_deltaCB	0.03172470540882581	0.04704090279018096	148.27845423300348671
omega_rhoB	0.13192218201297556	0.07526860918469909	57.05530945303485169
b1	0.16372723032444386	0.02163258157727756	13.21257406871793627
b2	0.17693379460319125	0.02662533664490739	15.04819172878755573
b3	0.27506705790479391	0.04845862572920662	17.61702259017111771
