rhoS_pop	1.00000	nan	nan	-0.00242	-0.06896	0.10855	-0.05377	-0.09053
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00242	nan	nan	1.00000	0.12524	-0.04468	-0.11349	0.10052
omega_deltaSC	-0.06896	nan	nan	0.12524	1.00000	-0.60083	-0.58414	0.91239
b1	0.10855	nan	nan	-0.04468	-0.60083	1.00000	0.24679	-0.58169
b2	-0.05377	nan	nan	-0.11349	-0.58414	0.24679	1.00000	-0.49412
b3	-0.09053	nan	nan	0.10052	0.91239	-0.58169	-0.49412	1.00000
