rhoS_pop	0.00215	nan	-0.00007	0.00002	0.00003	-0.00002	0.00001	-0.00001	-0.00002	-0.00000
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00007	nan	0.00433	0.00002	-0.00015	0.00183	-0.00067	0.00001	-0.00006	0.00004
omega_rhoS	0.00002	nan	0.00002	0.00113	-0.00008	0.00007	-0.00006	0.00000	-0.00001	0.00001
omega_deltaSC	0.00003	nan	-0.00015	-0.00008	0.02909	-0.00262	0.00004	-0.00001	-0.00007	-0.00265
omega_deltaCB	-0.00002	nan	0.00183	0.00007	-0.00262	0.01419	-0.00064	0.00002	0.00035	-0.00086
omega_rhoB	0.00001	nan	-0.00067	-0.00006	0.00004	-0.00064	0.00382	0.00002	-0.00006	-0.00051
b1	-0.00001	nan	0.00001	0.00000	-0.00001	0.00002	0.00002	0.00046	0.00000	-0.00001
b2	-0.00002	nan	-0.00006	-0.00001	-0.00007	0.00035	-0.00006	0.00000	0.00082	0.00001
b3	-0.00000	nan	0.00004	0.00001	-0.00265	-0.00086	-0.00051	-0.00001	0.00001	0.00256
