rhoS_pop	1.00000	nan	-0.04419	-0.01110	0.05602	0.09351	-0.11766	0.00467	-0.00873	0.01550	-0.00668
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.04419	nan	1.00000	0.01021	0.12701	-0.32952	0.31021	0.30136	-0.00102	-0.08159	-0.14399
omega_rhoS	-0.01110	nan	0.01021	1.00000	-0.01592	-0.06620	0.02144	0.06760	0.01127	-0.03641	-0.00308
omega_deltaSC	0.05602	nan	0.12701	-0.01592	1.00000	0.23274	-0.30878	0.09274	-0.00475	0.11631	-0.39815
omega_rhoC	0.09351	nan	-0.32952	-0.06620	0.23274	1.00000	-0.84824	-0.59948	0.02826	0.29543	0.06505
omega_deltaCB	-0.11766	nan	0.31021	0.02144	-0.30878	-0.84824	1.00000	0.22447	-0.04003	-0.25745	-0.02671
omega_rhoB	0.00467	nan	0.30136	0.06760	0.09274	-0.59948	0.22447	1.00000	0.02176	-0.18359	-0.19726
b1	-0.00873	nan	-0.00102	0.01127	-0.00475	0.02826	-0.04003	0.02176	1.00000	0.01483	0.00348
b2	0.01550	nan	-0.08159	-0.03641	0.11631	0.29543	-0.25745	-0.18359	0.01483	1.00000	0.00902
b3	-0.00668	nan	-0.14399	-0.00308	-0.39815	0.06505	-0.02671	-0.19726	0.00348	0.00902	1.00000
