rhoS_pop	1.00000	nan	nan	0.01136	0.02057	-0.07108	0.02793	-0.04211	0.00772	0.00952
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	0.01136	nan	nan	1.00000	0.00782	-0.12108	0.06188	-0.03589	-0.00182	0.04063
omega_deltaSC	0.02057	nan	nan	0.00782	1.00000	-0.17510	0.12208	-0.02089	0.06339	-0.30782
omega_rhoC	-0.07108	nan	nan	-0.12108	-0.17510	1.00000	-0.57256	0.19821	-0.15078	-0.25586
omega_deltaCB	0.02793	nan	nan	0.06188	0.12208	-0.57256	1.00000	-0.10326	0.10719	0.12010
b1	-0.04211	nan	nan	-0.03589	-0.02089	0.19821	-0.10326	1.00000	-0.02067	-0.06229
b2	0.00772	nan	nan	-0.00182	0.06339	-0.15078	0.10719	-0.02067	1.00000	-0.00268
b3	0.00952	nan	nan	0.04063	-0.30782	-0.25586	0.12010	-0.06229	-0.00268	1.00000
