rhoS_pop	0.00210	nan	nan	0.00002	0.00013	-0.00105	0.00009	-0.00004	0.00001	0.00002
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	0.00002	nan	nan	0.00114	0.00004	-0.00132	0.00015	-0.00003	-0.00000	0.00008
omega_deltaSC	0.00013	nan	nan	0.00004	0.02038	-0.00805	0.00123	-0.00007	0.00021	-0.00249
omega_rhoC	-0.00105	nan	nan	-0.00132	-0.00805	0.10376	-0.01301	0.00142	-0.00113	-0.00467
omega_deltaCB	0.00009	nan	nan	0.00015	0.00123	-0.01301	0.00498	-0.00016	0.00018	0.00048
b1	-0.00004	nan	nan	-0.00003	-0.00007	0.00142	-0.00016	0.00050	-0.00001	-0.00008
b2	0.00001	nan	nan	-0.00000	0.00021	-0.00113	0.00018	-0.00001	0.00054	-0.00000
b3	0.00002	nan	nan	0.00008	-0.00249	-0.00467	0.00048	-0.00008	-0.00000	0.00321
