rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
10	AG112	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	19966.598505	46791.795020
1	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17204.717949	28401.178721
2	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17851.825488	28117.070860
3	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16895.086052	26673.987113
4	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16681.162066	36668.540648
5	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17256.983511	36981.458079
6	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	19689.091851	37280.717034
7	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	15559.579738	26190.170498
8	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18936.203131	24533.270121
9	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18084.245119	32142.819211
10	AG139	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18715.142628	32387.378847
1	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18252.230675	40008.712613
2	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18505.423249	30816.217378
3	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18337.348361	36103.253462
4	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	19679.158007	36768.066092
5	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18934.906312	39813.522076
6	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	19214.450266	41399.003487
7	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18949.050682	36992.610771
8	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17788.189875	38285.878924
9	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	20878.699054	49631.886872
10	AG142	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	19718.344187	35278.377038
1	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17154.843086	40310.621148
2	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17426.153456	56707.634592
3	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17822.087689	39660.543448
4	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17795.654634	34990.786659
5	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	19260.634771	45655.410020
6	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17679.102803	39370.090360
7	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18157.695436	47360.813833
8	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17581.012676	44227.784416
9	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16910.521589	44415.672154
10	GD14	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17554.549350	47744.913717
1	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	20123.016035	31605.652055
2	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18192.078430	28229.210480
3	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16482.130263	35250.826568
4	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	19046.757829	24940.195815
5	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17516.480744	30911.439801
6	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18247.118664	26911.964198
7	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18157.323887	26684.326657
8	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16665.496100	24567.973885
9	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17574.466801	22691.386128
10	GD15	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16400.888398	29989.823659
1	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17230.387769	24522.163094
2	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18083.547577	27886.059911
3	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18519.149800	24413.244719
4	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	15621.753554	24717.993105
5	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18282.960699	21311.202070
6	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17436.905281	24544.966661
7	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16895.726257	22134.574308
8	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	17348.207367	22248.141352
9	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	16934.228169	22602.316546
10	GD16	0.780572	0.000000	2.645192	0.000000	0.000000	-0.804613	18531.408159	20239.649206
