rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026604	-0.277989
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002012	-0.002242
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058221	-0.201006
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107447	-0.269406
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027537	-0.155900
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064048	-0.124250
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000023	-0.296352
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017452	-0.315754
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.063018	-0.182775
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074588	-0.125796
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033911	0.403389
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021908	0.205523
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028854	0.391115
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117606	0.136490
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029661	0.371097
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074970	0.354203
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003240	0.400927
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033200	0.093807
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.091659	0.129178
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.078180	0.355334
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.070697	-0.143943
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033775	-0.153997
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088858	-0.206685
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.101601	0.111545
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.067664	0.120043
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064184	0.128102
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.171204	-0.224990
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025195	-0.290344
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020840	-0.020185
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013452	-0.012605
