rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9404.128367	14882.217259
2	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9036.707702	14815.585360
3	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9422.720597	15424.771964
4	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9876.539605	13805.624098
5	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9792.375047	14381.143080
6	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9811.225928	14490.845396
7	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10281.712105	14316.061218
8	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	8761.072533	14846.812761
9	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9768.620714	14582.745603
10	AG111	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9344.962636	15148.643668
1	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9827.196101	17330.270194
2	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9192.050655	14725.615811
3	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9159.363621	15029.736920
4	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9629.914785	15954.513779
5	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	8939.269868	15827.212918
6	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9569.898820	16964.805556
7	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9655.401707	16246.823660
8	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9380.702437	14263.224748
9	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9798.078583	15477.465020
10	AG112	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10409.128770	16323.376579
1	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	8883.531677	15500.514318
2	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	8939.595982	15252.733989
3	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	8799.360885	14479.584953
4	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10354.893664	14234.477791
5	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9939.561530	15392.769166
6	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9647.004736	14302.159222
7	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9213.282886	14608.588861
8	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9596.156741	14824.652991
9	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9987.775667	15580.987520
10	AG139	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9457.277549	16539.090579
1	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9153.302166	16344.039261
2	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9475.660643	17267.417747
3	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10278.559995	15501.900384
4	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9579.436513	16467.054571
5	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10180.566184	15413.132906
6	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9650.093878	16723.941482
7	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9137.265112	15290.272530
8	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9752.572815	16866.906570
9	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9335.676015	15970.386409
10	AG142	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9616.749297	15685.698455
1	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9577.088441	14254.312210
2	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9539.668575	15750.016758
3	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9499.630848	14707.543570
4	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9514.259089	14653.878545
5	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9153.490605	15328.535339
6	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9527.922516	17109.015284
7	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9442.610854	16248.863765
8	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9433.903830	15707.491467
9	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9399.595438	15350.241234
10	GD14	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9695.414855	14624.092718
1	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9577.348102	14543.718877
2	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9009.268090	14096.837319
3	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9364.611492	13657.660162
4	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9468.841347	14334.275815
5	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	8906.534181	14517.211582
6	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9667.990203	16318.427299
7	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9944.878555	14725.347654
8	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9400.125142	13354.021859
9	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9668.955480	13522.697597
10	GD15	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9424.937586	13677.620374
1	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10298.464391	14932.701464
2	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9816.267587	15040.844190
3	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9733.672151	15037.074615
4	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9246.463798	15807.194546
5	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9296.734434	15604.303446
6	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10037.439018	15075.090586
7	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	10116.488111	15368.556596
8	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9398.664440	16007.637406
9	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9160.943345	15037.957524
10	GD16	1.374414	0.000000	1.890931	0.000000	0.000000	0.065695	9981.793362	14708.925134
