rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007173	-0.009364
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047027	-0.013851
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005198	0.026444
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041841	-0.084455
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033282	-0.043613
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035206	-0.036014
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082045	-0.048149
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.078003	-0.011746
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030854	-0.029692
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013484	0.008380
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036832	0.142924
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029983	-0.019942
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033545	0.000500
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016553	0.060211
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057868	0.052200
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010301	0.121610
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019196	0.078367
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009667	-0.051846
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033865	0.029854
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094361	0.083067
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064123	0.031342
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057831	0.015228
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.073643	-0.036791
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089138	-0.053864
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048201	0.024367
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018326	-0.049120
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027675	-0.027921
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013041	-0.013239
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053040	0.036521
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001537	0.096196
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034207	0.084332
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000405	0.139290
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081738	0.031432
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011297	0.091831
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072159	0.025689
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018646	0.107310
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035961	0.017686
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029209	0.115823
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014479	0.061205
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015185	0.043218
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011052	-0.052471
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007137	0.047311
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002931	-0.021170
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004470	-0.024826
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034186	0.020185
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005905	0.130075
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.003089	0.078492
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004012	0.044607
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007655	0.021600
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023331	-0.026861
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011079	-0.032372
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050068	-0.063580
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011384	-0.095230
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000315	-0.046877
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.061537	-0.034196
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020499	0.082764
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048736	-0.019961
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007599	-0.117713
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020599	-0.105161
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004963	-0.093770
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083673	-0.005977
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035719	0.001239
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027270	0.000988
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024081	0.050934
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018658	0.038016
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058000	0.003513
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065845	0.022793
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007754	0.063535
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033373	0.001047
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052441	-0.021076
