rhoS_pop	0.00214	nan	-0.00029	-0.00000	0.00006	0.00132	0.00006	-0.00048	-0.00003	-0.00001	-0.00002
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00029	nan	0.00675	0.00015	-0.00005	-0.02780	-0.00141	0.01133	0.00015	-0.00001	0.00013
omega_rhoS	-0.00000	nan	0.00015	0.00116	-0.00011	-0.00130	-0.00012	0.00053	0.00001	-0.00001	0.00003
omega_deltaSC	0.00006	nan	-0.00005	-0.00011	0.02446	0.00141	0.00058	-0.00121	-0.00003	0.00024	-0.00336
omega_rhoC	0.00132	nan	-0.02780	-0.00130	0.00141	0.21127	0.01131	-0.08163	-0.00101	0.00016	-0.00215
omega_deltaCB	0.00006	nan	-0.00141	-0.00012	0.00058	0.01131	0.00271	-0.00641	-0.00011	-0.00002	-0.00038
omega_rhoB	-0.00048	nan	0.01133	0.00053	-0.00121	-0.08163	-0.00641	0.03789	0.00050	-0.00007	0.00088
b1	-0.00003	nan	0.00015	0.00001	-0.00003	-0.00101	-0.00011	0.00050	0.00046	0.00000	0.00002
b2	-0.00001	nan	-0.00001	-0.00001	0.00024	0.00016	-0.00002	-0.00007	0.00000	0.00054	-0.00002
b3	-0.00002	nan	0.00013	0.00003	-0.00336	-0.00215	-0.00038	0.00088	0.00002	-0.00002	0.00256
