rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090798	-0.528590
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047684	-0.478259
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.077987	-0.172007
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.366085	-0.376283
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117972	-0.360207
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.189602	-0.518642
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.066040	-0.321985
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090882	-0.313440
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124287	-0.129718
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.160842	-0.259621
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098273	0.110193
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.224331	0.295843
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.257921	0.056946
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.609415	0.296664
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.142924	0.584322
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075553	0.302353
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.481141	0.434695
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.197104	0.133772
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206861	0.273476
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.318088	0.318115
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.370505	-0.363277
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.375968	-0.120666
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162282	-0.132339
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.585809	-0.045656
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.189421	-0.200091
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.095103	-0.038875
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.243799	-0.328719
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.180793	-0.326722
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.300073	-0.091128
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184686	0.103340
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.456767	0.386105
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.181398	0.245629
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.359945	0.367630
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.366034	0.087654
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092587	0.195021
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.436162	0.201789
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.209576	0.207137
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.404708	0.120754
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.598747	0.154869
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168413	0.280543
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023195	0.609826
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093891	0.454746
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193353	0.410691
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046343	0.265007
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004463	0.286871
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002718	0.197237
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124506	0.196918
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010794	0.507784
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.501006	0.308017
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.193208	0.394640
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165005	-0.151648
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.011722	-0.191211
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113806	-0.211248
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.280690	0.193921
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004511	-0.091584
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.375481	-0.176028
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021003	-0.128160
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229172	-0.046770
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010562	-0.214727
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.425313	0.033160
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.127818	-0.522909
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.627559	-0.424193
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.509548	-0.447790
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.268046	-0.509242
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113197	-0.577322
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017559	-0.274067
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187656	-0.512518
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.255242	-0.475594
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.442816	-0.477986
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.725854	-0.409510
