rhoS_pop	1.00000	nan	-0.03740	-0.00069	0.00898	0.02742	-0.01179	0.00125	-0.02143	-0.00907	0.00084
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.03740	nan	1.00000	0.01696	0.12877	-0.20913	0.27195	-0.19755	0.02442	0.00550	-0.11024
omega_rhoS	-0.00069	nan	0.01696	1.00000	-0.01094	0.01543	0.03380	-0.05610	0.01116	-0.01381	0.00549
omega_deltaSC	0.00898	nan	0.12877	-0.01094	1.00000	-0.06421	-0.00433	0.03273	0.01137	0.06859	-0.39437
omega_rhoC	0.02742	nan	-0.20913	0.01543	-0.06421	1.00000	-0.13198	-0.07655	-0.00233	0.02928	0.07894
omega_deltaCB	-0.01179	nan	0.27195	0.03380	-0.00433	-0.13198	1.00000	-0.88952	0.05410	-0.01730	-0.08937
omega_rhoB	0.00125	nan	-0.19755	-0.05610	0.03273	-0.07655	-0.88952	1.00000	-0.04978	0.00205	0.02139
b1	-0.02143	nan	0.02442	0.01116	0.01137	-0.00233	0.05410	-0.04978	1.00000	0.00379	-0.00582
b2	-0.00907	nan	0.00550	-0.01381	0.06859	0.02928	-0.01730	0.00205	0.00379	1.00000	-0.01313
b3	0.00084	nan	-0.11024	0.00549	-0.39437	0.07894	-0.08937	0.02139	-0.00582	-0.01313	1.00000
