rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131913	-0.139387
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043802	-0.227108
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038194	-0.205902
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.116000	-0.120397
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058562	-0.118678
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.247622	0.005131
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034321	-0.138709
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074104	-0.117884
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056434	-0.048702
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020154	-0.195947
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165925	0.201822
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124331	0.250460
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.258116	0.146177
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.264150	0.190516
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294689	0.200951
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.255793	0.366641
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.221644	0.258257
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.095853	0.074584
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105711	0.180325
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.219611	0.247691
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056691	-0.090065
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038216	-0.115676
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009934	0.031602
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021369	-0.113716
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107502	-0.012142
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017157	-0.045834
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037907	0.026589
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.061473	-0.003370
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045475	-0.212936
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059808	-0.067940
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090095	0.207760
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.126374	0.136237
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.247995	0.276842
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074449	0.091098
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.340319	0.172159
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096537	0.383642
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084143	0.128784
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123439	0.152992
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056253	0.195532
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130733	0.156327
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010638	0.131097
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.215595	0.192610
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076500	0.199152
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053768	0.156193
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083431	0.136720
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030440	0.121664
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028747	0.112257
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090961	0.211430
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.212758	0.207376
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.136122	0.244674
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062848	-0.111590
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015156	-0.239748
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119641	-0.061055
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.096826	-0.119832
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.067243	-0.141529
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135179	-0.182501
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008672	0.038307
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007668	-0.183329
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048267	-0.008876
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017199	-0.123884
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.031617	-0.222686
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.151565	-0.402014
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108060	-0.321675
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036266	-0.148314
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.145417	-0.275258
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.230501	-0.192961
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027212	-0.290143
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.077143	-0.346109
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.298428	-0.373219
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.207802	-0.321757
