rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	17726.917833	21353.527117
2	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19359.728882	19560.170517
3	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19468.599655	19979.396653
4	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22714.369001	21762.900335
5	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19076.087801	21800.331176
6	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	15789.977419	24673.612180
7	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20932.824705	21368.005190
8	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21782.367279	21817.662245
9	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19116.723271	23380.479006
10	AG111	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20638.362429	20179.289743
1	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	23877.158484	30036.883188
2	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22904.371588	31533.928181
3	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	26183.076900	28411.130995
4	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	26341.533463	29699.175824
5	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	27158.403494	30010.734214
6	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	26122.331286	35418.884684
7	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	25245.326555	31780.739083
8	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22261.310098	26448.178140
9	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22481.841923	29398.060863
10	AG112	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	25194.069300	31446.733876
1	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19111.810546	22433.116636
2	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19468.187479	21865.890487
3	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20428.513263	25335.489295
4	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19798.931316	21908.783190
5	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22522.142384	24251.100856
6	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19882.500243	23447.636302
7	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19474.186614	25208.778691
8	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21508.973883	24464.747909
9	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19327.373184	19839.356190
10	AG139	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21473.188446	22934.991866
1	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22133.502878	30215.749321
2	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22951.219509	28130.103102
3	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	25919.422759	32376.912569
4	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21789.904001	26888.589082
5	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	28426.346625	29158.979819
6	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22276.534896	36026.174426
7	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22002.142723	27921.226424
8	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22883.971771	28605.412043
9	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21396.989256	29848.544923
10	AG142	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	23051.476920	28700.967064
1	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20012.536087	27985.903186
2	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	16303.872716	29761.433814
3	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21834.632291	29956.786789
4	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21343.893737	28697.129137
5	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	18607.532548	28143.702425
6	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19620.161479	27723.159197
7	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19653.398335	27463.566947
8	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22152.680171	30326.844896
9	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	25022.007463	30204.172333
10	GD14	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	17652.461420	31351.984657
1	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21538.574018	21955.401572
2	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20535.464587	19314.500311
3	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	22797.209044	23093.439713
4	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	18359.935325	21775.188637
5	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	18911.202227	21307.831604
6	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	23154.192149	20452.439940
7	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20051.924551	25505.914408
8	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20382.270347	20435.521181
9	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	21226.785786	24330.427687
10	GD15	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	20577.460200	21687.136627
1	GD16	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	19597.066638	19646.864910
2	GD16	0.726436	0.000000	1.687320	0.000000	0.000000	-0.012336	17381.948117	16421.463774
