rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021532	-0.087843
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002237	-0.044516
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045115	-0.249833
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029905	-0.118648
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076531	-0.133530
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.095762	-0.101132
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001099	-0.179516
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009262	-0.128726
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.061379	-0.132433
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.066673	-0.150051
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035108	0.358213
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021624	0.093643
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108926	0.212530
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074457	0.348949
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004414	0.203684
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005252	0.218532
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051781	0.158698
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.077652	0.293030
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021211	0.037548
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082816	0.235082
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032466	-0.154667
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119221	-0.096680
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002283	-0.104900
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.002926	-0.173416
