rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18635.870603	22397.046723
2	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19084.123643	23388.767116
3	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19920.207967	19047.554901
4	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18480.477237	21717.609286
5	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	17638.579558	21396.818727
6	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	17302.619748	22101.371200
7	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19020.575347	20435.137813
8	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19218.665725	21499.855489
9	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	17907.878524	21420.288266
10	AG111	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	17813.320691	21046.217997
1	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19721.864281	34987.293776
2	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19457.717166	26854.009051
3	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	21232.765634	30244.135092
4	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	20513.366109	34664.653818
5	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19125.719204	29977.770125
6	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18941.732921	30426.196028
7	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	20053.436352	28659.053622
8	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	20579.013084	32779.463355
9	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18641.842321	25389.084718
10	AG112	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	20685.566962	30933.938765
1	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18433.213152	20949.285463
2	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	16901.441766	22199.998177
3	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19084.994541	22018.258278
4	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18985.845309	20560.163804
5	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	17857.797247	21440.278864
6	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19205.737592	23249.162877
7	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18283.474139	24515.141914
8	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	17333.893237	23191.191362
9	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19439.778607	20613.596461
10	AG139	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	17434.793654	19922.852427
1	AG142	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	20162.682850	28157.758079
2	AG142	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19947.686325	29415.312334
3	AG142	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	19508.409059	27242.212151
4	AG142	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	18608.608176	29359.976772
5	AG142	0.766775	0.000000	1.634484	0.000000	0.000000	0.003844	21839.980783	28421.874741
