rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010558	-0.044377
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018560	-0.191122
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.049424	-0.173263
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.089371	-0.170982
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038354	0.130859
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.104978	-0.104813
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109257	-0.106175
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019593	-0.159946
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097495	-0.194678
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.076158	-0.218711
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198987	0.264894
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185298	0.160497
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102284	0.129800
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135596	0.213261
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.542731	0.157101
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137170	0.243554
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.148215	0.175897
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.332915	0.162637
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.153809	0.227770
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.373268	0.175812
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.099179	-0.040637
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.168077	0.019761
