rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	23242.654177	24112.542524
2	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	23057.390995	20821.514610
3	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	22356.624728	21196.711518
4	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	21481.149002	21245.112454
5	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	22605.488943	28730.760461
6	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	21148.486602	22698.449563
7	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	26201.169799	22667.550879
8	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	23954.099274	21480.883900
9	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	21307.341444	20747.602629
10	AG111	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	21766.866734	20254.930195
1	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	28660.888012	32851.702601
2	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	28271.239965	29595.022614
3	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	26019.090144	28700.341968
4	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	26900.442905	31198.518073
5	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	40418.116160	29494.700196
6	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	26942.805896	32158.072115
7	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	27242.053699	30054.304066
8	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	32768.305892	29658.410640
9	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	27394.865556	31654.478880
10	AG112	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	34117.636586	30051.756019
1	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	21271.499876	24202.882024
2	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	19855.269827	25709.739451
3	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	21430.944590	20607.234785
4	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	21451.690476	23471.075270
5	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	24664.947307	20063.660464
6	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	22307.850647	22767.691543
7	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	20235.495231	25249.079683
8	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	23433.033937	21029.179711
9	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	22242.983627	23026.704595
10	AG139	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	20203.383171	24891.095607
1	AG142	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	34057.929813	31187.754434
2	AG142	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	27500.274737	28193.689247
3	AG142	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	31720.752864	30734.356591
4	AG142	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	27829.782258	33367.821305
5	AG142	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	29315.860990	31457.639718
6	AG142	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	29634.866725	31295.172626
7	AG142	0.643311	0.000000	3.136603	0.000000	0.000000	0.225809	36378.006104	33427.757189
