rhoS_pop	1.00000	-0.01131	nan	0.03769	0.00137	-0.00184	0.00116	0.02163	-0.01450	nan	-0.02416	-0.00306	0.00318
deltaSC_pop	-0.01131	1.00000	nan	-0.13754	-0.34867	0.00156	-0.10208	0.00994	-0.02471	nan	0.01466	-0.09041	0.02234
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
deltaCB_pop	0.03769	-0.13754	nan	1.00000	0.68535	0.00257	-0.01437	-0.25562	0.30949	nan	-0.04368	0.10180	-0.01672
rhoB_pop	0.00137	-0.34867	nan	0.68535	1.00000	0.00432	0.10592	-0.24541	0.25596	nan	-0.03664	0.08483	-0.06673
omega_rhoS	-0.00184	0.00156	nan	0.00257	0.00432	1.00000	-0.01046	0.01405	-0.04484	nan	0.00216	-0.00983	0.00758
omega_deltaSC	0.00116	-0.10208	nan	-0.01437	0.10592	-0.01046	1.00000	-0.08686	0.08157	nan	0.01347	0.06775	-0.37464
omega_rhoC	0.02163	0.00994	nan	-0.25562	-0.24541	0.01405	-0.08686	1.00000	-0.71968	nan	0.03432	0.05402	0.12550
omega_deltaCB	-0.01450	-0.02471	nan	0.30949	0.25596	-0.04484	0.08157	-0.71968	1.00000	nan	-0.01463	-0.06283	-0.16769
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.02416	0.01466	nan	-0.04368	-0.03664	0.00216	0.01347	0.03432	-0.01463	nan	1.00000	0.00421	-0.00753
b2	-0.00306	-0.09041	nan	0.10180	0.08483	-0.00983	0.06775	0.05402	-0.06283	nan	0.00421	1.00000	-0.01484
b3	0.00318	0.02234	nan	-0.01672	-0.06673	0.00758	-0.37464	0.12550	-0.16769	nan	-0.00753	-0.01484	1.00000
