rhoS_pop	1.00000	nan	nan	-0.00192	-0.03179	0.07750	-0.10572	-0.06659
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00192	nan	nan	1.00000	0.01525	0.02475	-0.04955	-0.02820
omega_deltaSC	-0.03179	nan	nan	0.01525	1.00000	-0.09490	-0.04946	0.16002
b1	0.07750	nan	nan	0.02475	-0.09490	1.00000	-0.14241	-0.10703
b2	-0.10572	nan	nan	-0.04955	-0.04946	-0.14241	1.00000	0.10513
b3	-0.06659	nan	nan	-0.02820	0.16002	-0.10703	0.10513	1.00000
