rhoS_pop	0.00212	nan	-0.00009	0.00002	0.00006	0.00017	-0.00003	nan	-0.00003	-0.00001	-0.00000
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00009	nan	0.00365	0.00001	0.00031	0.00135	-0.00025	nan	-0.00002	0.00002	0.00003
omega_rhoS	0.00002	nan	0.00001	0.00111	-0.00004	-0.00002	-0.00004	nan	-0.00000	-0.00001	0.00001
omega_deltaSC	0.00006	nan	0.00031	-0.00004	0.02114	-0.00083	-0.00007	nan	0.00003	0.00013	-0.00212
omega_rhoC	0.00017	nan	0.00135	-0.00002	-0.00083	0.03293	-0.00527	nan	-0.00015	0.00016	0.00000
omega_deltaCB	-0.00003	nan	-0.00025	-0.00004	-0.00007	-0.00527	0.00253	nan	0.00005	-0.00005	-0.00017
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.00003	nan	-0.00002	-0.00000	0.00003	-0.00015	0.00005	nan	0.00047	0.00000	-0.00001
b2	-0.00001	nan	0.00002	-0.00001	0.00013	0.00016	-0.00005	nan	0.00000	0.00054	-0.00001
b3	-0.00000	nan	0.00003	0.00001	-0.00212	0.00000	-0.00017	nan	-0.00001	-0.00001	0.00216
