rhoS_pop	1.00000	nan	-0.03322	0.01107	0.00904	0.02053	-0.01472	nan	-0.02970	-0.01018	-0.00081
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.03322	nan	1.00000	0.00718	0.03572	0.12300	-0.08254	nan	-0.01728	0.01241	0.00928
omega_rhoS	0.01107	nan	0.00718	1.00000	-0.00862	-0.00332	-0.02465	nan	-0.00343	-0.01137	0.00665
omega_deltaSC	0.00904	nan	0.03572	-0.00862	1.00000	-0.03159	-0.00890	nan	0.00885	0.03808	-0.31304
omega_rhoC	0.02053	nan	0.12300	-0.00332	-0.03159	1.00000	-0.57767	nan	-0.03862	0.03743	0.00057
omega_deltaCB	-0.01472	nan	-0.08254	-0.02465	-0.00890	-0.57767	1.00000	nan	0.04460	-0.04160	-0.07435
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.02970	nan	-0.01728	-0.00343	0.00885	-0.03862	0.04460	nan	1.00000	0.00392	-0.01169
b2	-0.01018	nan	0.01241	-0.01137	0.03808	0.03743	-0.04160	nan	0.00392	1.00000	-0.01144
b3	-0.00081	nan	0.00928	0.00665	-0.31304	0.00057	-0.07435	nan	-0.01169	-0.01144	1.00000
