rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	1	0.59640516314014791	0.27481687722071246	3.21711317015063925	3.78653206606130599	0.27734595792047601	-0.01733531328919902	-0.39457689826046316	0.04142385577022534	0.02819997805089192	-0.00306922660967412
2	1	0.64564123520665195	0.40410754642198859	3.08930450926080225	3.91927569379171814	0.29780440650084988	0.03190075877730503	-0.00900082655091583	-0.08638480511961166	0.06265626473029728	0.01738922197069975
3	1	0.63266493588144002	0.22853328560213937	3.11313967317977180	4.19627347038484633	0.31709917767353191	0.01892445945209309	-0.57900000334423218	-0.06254964120064210	0.13094626246952767	0.03668399314338178
4	1	0.59044446045931409	0.28006062182304731	3.21334118652641276	4.08823949134786169	0.27435607374730014	-0.02329601597003284	-0.37567578685490677	0.03765187214599885	0.10486383516691355	-0.00605911078284999
5	1	0.57221845939233185	0.27367737356465827	3.22632466340937718	3.60328926443450470	0.26653112698725051	-0.04152201703701508	-0.39873192921590084	0.05063534902896327	-0.02140348713617568	-0.01388405754289962
6	1	0.63501462508698436	0.24683415888623558	3.02313223466935854	3.91414800057514567	0.26609729749744876	0.02127414865763744	-0.50196518349049524	-0.15255707971105537	0.06134708137726386	-0.01431788703270137
7	1	0.58269988003717632	0.29326993758355618	3.17549764639528398	4.20151656328783663	0.32385173513036547	-0.03104059639217061	-0.32958839952868280	-0.00019166798512993	0.13219494660266862	0.04343655060021534
8	1	0.63682018929398965	0.27347990918479548	2.99824104086224752	4.06486538998797364	0.21412227727137173	0.02307971286464272	-0.39945371212791225	-0.17744827351816639	0.09913002804966009	-0.06629290725877840
9	1	0.58647837732539077	0.22131310320856290	3.03331274035594056	3.43510431604857036	0.26382435711580832	-0.02726209910395616	-0.61110341763603571	-0.14237657402447335	-0.06920330622142901	-0.01659082741434181
10	1	0.65212719694886212	0.18368561854581777	3.22565633320242595	3.70223587580844038	0.27168337422061012	0.03838672051951519	-0.79745617166455007	0.04996701882201204	0.00568632789136059	-0.00873181030954001
1	2	0.77130087165916672	0.59912517498070772	3.06100736298898379	3.48288289573656051	0.26345555055827902	0.15756039522981979	0.38478867643929970	-0.11468195139143011	-0.05539023085529315	-0.01695963397187111
2	2	0.72553469673893467	0.41283600544300536	3.14416462001174990	3.57490549913314792	0.29258833401547041	0.11179422030958774	0.01236855975070617	-0.03152469436866401	-0.02931185802003577	0.01217314948532028
3	2	0.77035782219229276	0.42688418133971118	3.38056498942856098	3.92738377816792728	0.26469577053470494	0.15661734576294584	0.04583086525573443	0.20487567504814708	0.06472289889250860	-0.01571941399544519
4	2	0.75187270811525453	0.47118234256102803	3.13182629987802263	3.59203059125579571	0.25986983148900061	0.13813223168590760	0.14456328519187622	-0.04386301450239127	-0.02453293310742732	-0.02054535304114952
5	2	0.73950319825827271	0.44631740806377479	3.31144332129020036	3.70636643152225487	0.33655569229697679	0.12576272182892578	0.09034850307003095	0.13575400690978645	0.00680139817599867	0.05614050776682666
6	2	0.72515442102241279	0.33121056094863177	3.15672055615753111	3.27507002311313578	0.27140579996220004	0.11141394459306586	-0.20792756417596236	-0.01896875822288280	-0.11691135004582742	-0.00900938456795009
7	2	0.76014455016457083	0.38034590455566830	3.16037696749691888	3.38447247096594417	0.24705646580399651	0.14640407373522391	-0.06960075928313481	-0.01531234688349503	-0.08405254892980674	-0.03335871872615362
