rhoS_pop	1.00000	nan	-0.04770	-0.00193	0.01757	-0.01960	0.01295	0.00516	-0.02033	-0.01474	-0.00783
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.04770	nan	1.00000	-0.00184	0.15338	-0.05425	-0.02042	-0.01215	0.01402	-0.00111	-0.08441
omega_rhoS	-0.00193	nan	-0.00184	1.00000	0.00406	0.02335	0.01419	-0.04287	-0.00007	-0.01207	0.00159
omega_deltaSC	0.01757	nan	0.15338	0.00406	1.00000	0.04171	0.23602	-0.16648	-0.00941	0.09898	-0.39293
omega_rhoC	-0.01960	nan	-0.05425	0.02335	0.04171	1.00000	0.38637	-0.63318	0.01559	0.13201	0.04098
omega_deltaCB	0.01295	nan	-0.02042	0.01419	0.23602	0.38637	1.00000	-0.71634	-0.02490	0.10742	-0.04636
omega_rhoB	0.00516	nan	-0.01215	-0.04287	-0.16648	-0.63318	-0.71634	1.00000	0.00716	-0.15232	-0.04518
b1	-0.02033	nan	0.01402	-0.00007	-0.00941	0.01559	-0.02490	0.00716	1.00000	0.01157	0.00369
b2	-0.01474	nan	-0.00111	-0.01207	0.09898	0.13201	0.10742	-0.15232	0.01157	1.00000	-0.01706
b3	-0.00783	nan	-0.08441	0.00159	-0.39293	0.04098	-0.04636	-0.04518	0.00369	-0.01706	1.00000
