rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	1	0.59459492842690431	0.20037936104489681	3.43899213954497540	3.75185807474405086	0.11735172380924620	-0.01901106421808052	-0.69033081412915898	0.06029952579664011	-0.03034559557838823	-0.12023642467276661
2	1	0.59783074611045306	0.32709898949795541	3.30249062758842271	3.74078837801842479	0.21872508216192724	-0.01577524653453177	-0.20028034397425920	-0.07620198615991258	-0.03330041397252881	-0.01886306632008558
3	1	0.57725095304517238	0.22908372311243758	3.42565495918163920	3.79891752364548019	0.22693306840306057	-0.03635503959981246	-0.55645564938944980	0.04696234543330391	-0.01788063549333074	-0.01065508007895224
4	1	0.61807708970160669	0.28243197753524707	3.15597976590906848	3.85445717720077585	0.33602368276357525	0.00447109705662185	-0.34710545513155477	-0.22271284783926681	-0.00336661241019476	0.09843553428156243
5	1	0.61385300642407559	0.27052859508520150	3.34104818507810730	3.93885350802472267	0.31802748924332142	0.00024701377909075	-0.39016538457873817	-0.03764442867022799	0.01829289370752041	0.08043934076130860
6	1	0.60247311834092521	0.22756486405374896	3.25297532357458286	3.76510333059493085	0.13410883496080389	-0.01113287430405963	-0.56310787476550528	-0.12571729017375244	-0.02682149352578711	-0.10347931352120893
7	1	0.55841756700679590	0.43520605950650787	3.38281476639959333	3.94734542791692267	0.16829623734398247	-0.05518842563818893	0.08527642970497318	0.00412215265125804	0.02044650997902209	-0.06929191113803035
8	1	0.61067093559922225	0.51316916393679901	3.34118165365682618	4.08352284687630718	0.13220235848866455	-0.00293505704576258	0.25006235583830971	-0.03751096009150912	0.05436325927938879	-0.10538578999334827
9	1	0.58736003062138109	0.23136022622716260	3.30460887711768603	3.73320165321265307	0.07699026048159135	-0.02624596202360374	-0.54656727245381698	-0.07408373663064927	-0.03533058189617999	-0.16059788800042146
10	1	0.60925021601265894	0.25635074269427421	3.41472023924060997	4.00593131605481556	0.16536062078173716	-0.00435577663232589	-0.44399659382421686	0.03602762549227467	0.03517929238208106	-0.07222752770027566
1	2	0.81250147625535152	0.32179412062961987	3.32264152421659764	3.78017122350965362	0.30898720130470680	0.19889548361036669	-0.21663122510907173	-0.05605108953173765	-0.02282749361578595	0.07139905282269399
2	2	0.74177171223522698	0.29951869736551445	3.41838271863487364	3.75240510024176688	0.22738184984829951	0.12816571959024214	-0.28836634503193770	0.03969010488653835	-0.03019980498284824	-0.01020629863371331
3	2	0.70840616292380942	0.48344768789609394	3.29148599308698087	3.86271811653967090	0.41633418542876482	0.09480017027882459	0.19039992517102677	-0.08720662066135443	-0.00122568851516069	0.17874603694675201
4	2	0.72911189907615737	0.56964319301785837	3.42995809016726838	4.00538659961659693	0.37582365259216682	0.11550590643117253	0.35446699842320128	0.05126547641893309	0.03504330565810099	0.13823550411015401
5	2	0.73562923636354627	0.49803002800897839	3.49320271777509861	3.89641553799764218	0.21833127557214047	0.12202324371856144	0.22011718317539508	0.11451010402676332	0.00746023824353226	-0.01925687290987235
6	2	0.75714750561676369	0.46230137589324244	3.38781288412174009	3.53832619941631021	0.18964632794728628	0.14354151297177886	0.14567381794282230	0.00912027037340479	-0.08894300914112763	-0.04794182053472654
7	2	0.69855793147434364	0.47929712301067484	3.28127085627200499	3.64332231782082783	0.42319641078562220	0.08495193882935881	0.18177751442795298	-0.09742175747633031	-0.05970080940135625	0.18560826230360938
8	2	0.72652145984947603	0.37563183685970492	3.55631904910746677	4.02158363991165935	0.35743823206744441	0.11291546720449119	-0.06193368282401190	0.17762643535913147	0.03907896588719351	0.11985008358543159
9	2	0.74730212264423801	0.50573789109701761	3.32302689795203854	4.03269407071796238	0.30953596469116762	0.13369612999925318	0.23547534405540360	-0.05566571579629676	0.04183785706346232	0.07194781620915480
10	2	0.74019417029390844	0.42712757977674498	3.35516307082981990	3.69416522104915845	0.29991347283646008	0.12658817764892361	0.06653956104258907	-0.02352954291851539	-0.04584219180167226	0.06232532435444726
1	3	0.57379179243718759	0.47124745321410816	3.50847419722784615	3.82338166889995223	0.09566640820238671	-0.03981420020779725	0.16484014518918400	0.12978158347951085	-0.01146151479486113	-0.14192174027962612
2	3	0.56573488817668682	0.41230852228059733	3.36646537752922637	3.82865228369229804	0.18772220394350719	-0.04787110446829801	0.03122872035703261	-0.01222723621910893	-0.01008394233281873	-0.04986594453850562
3	3	0.60485232073742135	0.42237522995932930	3.40490356967624619	4.07855893755834042	0.28653708954248591	-0.00875367190756349	0.05535090023958167	0.02621095592791090	0.05314692500069307	0.04894894106047309
4	3	0.59899964148990237	0.45794683594118596	3.35489805742041947	3.92375878632966524	0.16109949400264761	-0.01460635115508246	0.13620990940725441	-0.02379455632791583	0.01445326899382060	-0.07648865447936520
