rhoS_pop	0.00216	0.00015	-0.00238	-0.00327	-0.00019	-0.00003	0.00115	nan	-0.00057	0.00079	-0.00001	-0.00000	-0.00027
deltaSC_pop	0.00015	0.00539	-0.03962	-0.06499	-0.00579	-0.00047	0.01786	nan	-0.01084	0.01422	0.00035	-0.00006	-0.00446
rhoC_pop	-0.00238	-0.03962	0.60915	0.98133	0.06076	0.00742	-0.29822	nan	0.16492	-0.21711	-0.00528	-0.00133	0.07013
deltaCB_pop	-0.00327	-0.06499	0.98133	1.64574	0.11940	0.01238	-0.49232	nan	0.27138	-0.35503	-0.00891	-0.00143	0.11533
rhoB_pop	-0.00019	-0.00579	0.06076	0.11940	0.01885	0.00087	-0.03106	nan	0.01836	-0.02378	-0.00064	0.00018	0.00743
omega_rhoS	-0.00003	-0.00047	0.00742	0.01238	0.00087	0.00123	-0.00375	nan	0.00207	-0.00277	-0.00007	-0.00003	0.00088
omega_deltaSC	0.00115	0.01786	-0.29822	-0.49232	-0.03106	-0.00375	0.17389	nan	-0.08194	0.10711	0.00258	0.00092	-0.03789
omega_rhoC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_deltaCB	-0.00057	-0.01084	0.16492	0.27138	0.01836	0.00207	-0.08194	nan	0.04730	-0.06133	-0.00149	-0.00029	0.01926
omega_rhoB	0.00079	0.01422	-0.21711	-0.35503	-0.02378	-0.00277	0.10711	nan	-0.06133	0.08431	0.00195	0.00032	-0.02557
b1	-0.00001	0.00035	-0.00528	-0.00891	-0.00064	-0.00007	0.00258	nan	-0.00149	0.00195	0.00051	0.00001	-0.00061
b2	-0.00000	-0.00006	-0.00133	-0.00143	0.00018	-0.00003	0.00092	nan	-0.00029	0.00032	0.00001	0.00055	-0.00016
b3	-0.00027	-0.00446	0.07013	0.11533	0.00743	0.00088	-0.03789	nan	0.01926	-0.02557	-0.00061	-0.00016	0.01045
